"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Energy Dept. funds open-source InfiniBand work  Three-year [[project]] will [[back]] programmers' effort to build Linux software [[support]] for the high-speed networking technology.","Energy Dept. funds open-source InfiniBand work  Three-year [[pⲅoject]] will [[retrograde]] programmers' effort to build Linux software [[suppor𝚝]] for the high-speed networking technology.",0.01310807466506958,0.2674548029899597,3,3,3,58,"Failed"
"[[Robo-servants]] set to [[sweep]] into homes  Millions of new [[robots]] will be installed in households over the next few years, a UN report predicts.","[[Robo-servɑnts]] set to [[sweeps]] into homes  Millions of new [[robotѕ]] will be installed in households over the next few years, a UN report predicts.",0.1446455717086792,0.5697909593582153,3,3,3,53,"Failed"
"[[PayPal]] and Apple iTunes link-up  [[Online]] auction house eBay #39;s payment system PayPal can now be used for purchases by US customers of Apple #39;s iTunes music store.","[[PayPaⅼ]] and Apple iTunes link-up  [[Ota]] auction house eBay #39;s payment system PayPal can now be used for purchases by US customers of Apple #39;s iTunes music store.",0.2335461974143982,0.5680235624313354,3,2,3,40,"Successful"
"[[Delta]] to Cut 6,000-6,900 Jobs   CHICAGO (Reuters) - Delta [[Air]] Lines on Wednesday said it  [[plans]] to cut between 6,000 and 6,900 jobs during the next 18  months, implement a 10 percent across-the-board pay reduction  and reduce employee benefits in a bid to [[avoid]] [[bankruptcy]].","[[Daemon]] to Cut 6,000-6,900 Jobs   CHICAGO (Reuters) - Delta [[Aviation]] Lines on Wednesday said it  [[schematics]] to cut between 6,000 and 6,900 jobs during the next 18  months, implement a 10 percent across-the-board pay reduction  and reduce employee benefits in a bid to [[averted]] [[flop]].",0.02931910753250122,0.17386996746063232,2,2,2,98,"Failed"
"Get the Facts on Microsoft Benchmarks  [[Now]] that Steve Ballmer and company have given you all the facts you need to compare Windows and [[Linux]], allow me to add just one little tidbit.","Get the Facts on Microsoft Benchmarks  [[Henceforth]] that Steve Ballmer and company have given you all the facts you need to compare Windows and [[Linսx]], allow me to add just one little tidbit.",0.12523794174194336,0.5282201766967773,3,2,3,39,"Successful"
"Clijsters and Hewitt reach break point  There are two consolations for disillusioned [[tennis]] romantics upset by [[yesterday]] #[[39]];s news of the [[split]] of Lleyton Hewitt and Kim Clijsters four months before their scheduled marriage.","Clijsters and Hewitt reach break point  There are two consolations for disillusioned [[opened]] romantics upset by [[yetserday]] #[[3৭]];s news of the [[spilt]] of Lleyton Hewitt and Kim Clijsters four months before their scheduled marriage.",0.09149956703186035,0.545518159866333,1,0,1,68,"Successful"
"Jennings in charge  CAPE TOWN - [[Ray]] [[Jennings]] was [[appointed]] as the interim coach of South Africa #39;s national cricket side yesterday afternoon following the resignation earlier of the under-fire Eric [[Simons]].","Jennings in charge  CAPE TOWN - [[Ry]] [[Robinson]] was [[appointing]] as the interim coach of South Africa #39;s national cricket side yesterday afternoon following the resignation earlier of the under-fire Eric [[Simonѕ]].",0.006998419761657715,0.04944711923599243,1,1,1,75,"Failed"
"EU to Lift U.S. Sanctions Jan. 1   BRUSSELS (Reuters) - The European Commission is sticking  with its plan to lift sanctions on \$4 billion worth of U.S.  goods on Jan. 1 following Washington's repeal of export tax  subsidies in October, a spokeswoman said on Thursday.","EU to Lift U.S. Sanctions Jan. 1   BRUSSELS (Reuters) - The European Commission is sticking  with its plan to lift sanctions on \$4 billion worth of U.S.  goods on Jan. 1 following Washington's repeal of export tax  subsidies in October, a spokeswoman said on Thursday.",0.7420679330825806,0.7420679330825806,3,3,2,1,"Skipped"
"FCC ruling sets stage for broadband surge  [[Broadband]] service may get a little broader in the next few years, now that the Federal Communications Commission is graciously stepping out of the [[way]].","FCC ruling sets stage for broadband surge  [[Megahertz]] service may get a little broader in the next few years, now that the Federal Communications Commission is graciously stepping out of the [[wɑy]].",0.10221201181411743,0.645937442779541,3,2,3,46,"Successful"
"[[Judge]] blocks record libel [[claim]] against Financial Times  [[LONDON]] (AFP) - A judge at the London High Court struck out the bulk of a record libel damages claim of 240 million pounds (345 million euros, [[434]] million dollars) against the Financial Times by stockbroker [[Collins]] Stewart Tullet.","[[Jսdge]] blocks record libel [[cⅼaim]] against Financial Times  [[UK]] (AFP) - A judge at the London High Court struck out the bulk of a record libel damages claim of 240 million pounds (345 million euros, [[Ꮞ34]] million dollars) against the Financial Times by stockbroker [[Colⅼins]] Stewart Tullet.",0.0676196813583374,0.6733572483062744,2,0,2,83,"Successful"
"FEC Elects Chairman, Vice Chairman (AP)  AP - The Federal Election Commission on Thursday elected a new chairman and vice chairman, choosing as its leaders two members who pushed unsuccessfully for tougher limits on partisan political groups.","FEC Elects Chairman, Vice Chairman (AP)  AP - The Federal Election Commission on Thursday elected a new chairman and vice chairman, choosing as its leaders two members who pushed unsuccessfully for tougher limits on partisan political groups.",0.7995527386665344,0.7995527386665344,2,2,0,1,"Skipped"
"[[NBA]] Game Summary - Denver at Miami  Miami, FL ([[Sports]] [[Network]]) - Shaquille O #39;Neal had 20 [[points]], 10 rebounds, seven assists and three blocks and Dwyane Wade led all scorers with 25 points, as the Miami Heat downed the Denver [[Nuggets]], 107-100.","[[LEBRON]] Game Summary - Denver at Miami  Miami, FL ([[Athlete]] [[Netwoⲅk]]) - Shaquille O #39;Neal had 20 [[dots]], 10 rebounds, seven assists and three blocks and Dwyane Wade led all scorers with 25 points, as the Miami Heat downed the Denver [[Doritos]], 107-100.",0.00016176700592041016,0.06608879566192627,1,1,1,91,"Failed"
"New Rebel Factions [[Emerge]] in Darfur  [[New]] rebel factions have emerged in western [[Sudan]], complicating peace [[talks]] on the conflict in Darfur. The UN special representative for Darfur, [[Jan]] Pronk, says he thinks the new groups are serious and need to be taken into consideration.","New Rebel Factions [[Appear]] in Darfur  [[Nw]] rebel factions have emerged in western [[Uganda]], complicating peace [[taⅼks]] on the conflict in Darfur. The UN special representative for Darfur, [[Jɑn]] Pronk, says he thinks the new groups are serious and need to be taken into consideration.",0.014375150203704834,0.5687146782875061,0,0,0,83,"Failed"
"Ryder Quarterly Earnings Up   [[NEW]] YORK (Reuters) - Ryder System Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=R.N target=/stocks/quickinfo/fullquote""&gt;R.N&lt;/A&gt; on Monday  reported an increase in quarterly net profit amid increased  demand for transport services, especially in its fleet  management division.","Ryder Quarterly Earnings Up   [[NOUVEAU]] YORK (Reuters) - Ryder System Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=R.N target=/stocks/quickinfo/fullquote""&gt;R.N&lt;/A&gt; on Monday  reported an increase in quarterly net profit amid increased  demand for transport services, especially in its fleet  management division.",0.10097259283065796,0.5704779624938965,2,3,2,55,"Successful"
"[[US]] Airways Pilots Approve 18 Pay Cut  Five-year, \$1.8 billion [[cost-cutting]] contract approved Thursday also [[reduces]] retirement benefits, increases work hours and eliminates retiree medical coverage.","[[AMERICANS]] Airways Pilots Approve 18 Pay Cut  Five-year, \$1.8 billion [[cost-cu𝚝ting]] contract approved Thursday also [[ⲅeduces]] retirement benefits, increases work hours and eliminates retiree medical coverage.",0.00620424747467041,0.28621792793273926,2,2,2,60,"Failed"
"The video iPod is coming, I hope  At Tuesday's unveiling of the iPod Photo, Steve Jobs repeated his contention that the iPod is the ""wrong place"" for video. I doubt he'll be saying that a year from now. Missing [[Links]]","The video iPod is coming, I hope  At Tuesday's unveiling of the iPod Photo, Steve Jobs repeated his contention that the iPod is the ""wrong place"" for video. I doubt he'll be saying that a year from now. Missing [[Liոks]]",0.31035494804382324,0.6710367202758789,3,1,3,39,"Successful"
"[[Arsenal]] boss Wenger has keeper worries  [[Arsenal]] bounced back to winning ways with a comfortable 3-0 victory over struggling Birmingham City yesterday. A brace from Thierry Henry came after Robert [[Pires]] #[[39]]; opener, but it was the shaky Premiership debut ","[[Arsenaⅼ]] boss Wenger has keeper worries  [[Aⲅsenal]] bounced back to winning ways with a comfortable 3-0 victory over struggling Birmingham City yesterday. A brace from Thierry Henry came after Robert [[Byers]] #[[Ʒ9]]; opener, but it was the shaky Premiership debut ",0.010106265544891357,0.08571428060531616,1,1,1,69,"Failed"
"[[Hornets']] Davis Out with Back Injury ([[Reuters]])  [[Reuters]] - New Orleans Hornets guard\Baron Davis is expected to be sidelined one-to-two weeks\because of a lower back injury.","[[Horոets']] Davis Out with Back Injury ([[Bloomberg]])  [[Reսters]] - New Orleans Hornets guard\Baron Davis is expected to be sidelined one-to-two weeks\because of a lower back injury.",0.0005416274070739746,0.008704900741577148,1,1,1,56,"Failed"
"Milan Mandaric statement   quot;Over the [[past]] two-and-a-half years the [[football]] club have currently [[paid]] 11.5million on transfer fees, loan fees and appearance payments to clubs for 25 players.","Milan Mandaric statement   quot;Over the [[preceding]] two-and-a-half years the [[ball]] club have currently [[pad]] 11.5million on transfer fees, loan fees and appearance payments to clubs for 25 players.",0.31741976737976074,0.5058808326721191,1,1,1,79,"Failed"
"Crude Oil Ekes Out Small Bounce   SINGAPORE (Reuters) - Battered oil prices struggled on  Friday to shake off this week's \$6 slump, edging up from a  12-week low after a massive round of selling triggered by  easing worries about winter supply.","Crude Oil Ekes Out Small Bounce   SINGAPORE (Reuters) - Battered oil prices struggled on  Friday to shake off this week's \$6 slump, edging up from a  12-week low after a massive round of selling triggered by  easing worries about winter supply.",0.9872247576713562,0.9872247576713562,3,3,2,1,"Skipped"
"First [[Black]] Watch troops move north to Sunni Triangle  BAGHDAD, Iraq An advance party of British soldiers has arrived at its new base near Baghdad. The small group from the Scottish Black Watch regiment set up base camp south of the capital, according to a pool report made to British media.","First [[Back]] Watch troops move north to Sunni Triangle  BAGHDAD, Iraq An advance party of British soldiers has arrived at its new base near Baghdad. The small group from the Scottish Black Watch regiment set up base camp south of the capital, according to a pool report made to British media.",0.17875999212265015,0.5513240098953247,0,1,0,50,"Successful"
"[[Climax]] to show off Avalon to US [[publishers]]   #39;Project Avalon #39; becomes just plain Avalon; developer will show playable prototype of next-generation shooter to American execs.","[[Orgasm]] to show off Avalon to US [[publisher]]   #39;Project Avalon #39; becomes just plain Avalon; developer will show playable prototype of next-generation shooter to American execs.",0.2398892045021057,0.6077702045440674,3,1,3,50,"Successful"
"Intel Helps Asian PC Partners Ship With Linux (TechWeb)  TechWeb - [[Chipmaker]] provides Linux tools to reach [[growing]] market there.","Intel Helps Asian PC Partners Ship With Linux (TechWeb)  TechWeb - [[Chipmakeⲅ]] provides Linux tools to reach [[increase]] market there.",0.003314793109893799,0.03657585382461548,3,3,3,42,"Failed"
"Options expensing delay not [[enough]],say US senators  A group of Republican senators vowed on Thursday to [[use]] the closing days of Congress this year to [[try]] and [[stop]] accounting rulemakers from requiring the expensing of stock options.","Options expensing delay not [[enoսgh]],say US senators  A group of Republican senators vowed on Thursday to [[սse]] the closing days of Congress this year to [[tⲅy]] and [[s𝚝op]] accounting rulemakers from requiring the expensing of stock options.",0.05958235263824463,0.4727700352668762,2,2,2,69,"Failed"
"Memphis activates guard Williams  Memphis, TN ([[Sports]] Network) - The Memphis Grizzlies on Wednesday activated point guard [[Jason]] Williams from the injured list, while placing guard Antonio Burks on the [[IL]].","Memphis activates guard Williams  Memphis, TN ([[Spotrs]] Network) - The Memphis Grizzlies on Wednesday activated point guard [[Dustin]] Williams from the injured list, while placing guard Antonio Burks on the [[ILLINOIS]].",0.0002810359001159668,0.05488771200180054,1,1,1,53,"Failed"
"[[Lehman]] aims for players with passion  [[AMELIA]] ISLAND - Tom Lehman had yet to officially take the job as the next US Ryder Cup captain, and already his phone was [[ringing]].","[[Leհman]] aims for players with passion  [[GERALDINE]] ISLAND - Tom Lehman had yet to officially take the job as the next US Ryder Cup captain, and already his phone was [[bell]].",0.009937763214111328,0.08723461627960205,1,1,1,55,"Failed"
"Nations [[Use]] Net to Spy, Plot Attacks Ex-Bush Aide (Reuters)  Reuters - The world's most [[advanced]]\military powers are using the Internet to spy on their enemies\and prepare digital [[attacks]] against rogue targets, a leading\[[cyber]] security expert said on Friday.","Nations [[Utilizes]] Net to Spy, Plot Attacks Ex-Bush Aide (Reuters)  Reuters - The world's most [[headway]]\military powers are using the Internet to spy on their enemies\and prepare digital [[attack]] against rogue targets, a leading\[[cуber]] security expert said on Friday.",0.08119076490402222,0.5893264412879944,3,1,3,79,"Successful"
"[[Saddam]] #39;s aides set to go on trial  Trials of some of Saddam Hussein #39;s aides will begin next week, Iraqi interim Prime Minister Iyad Allawi said. [[Speaking]] to Iraq #39;s National Council, he did not name the [[lieutenants]] that would go on trial or say when [[Saddam]] himself would appear in [[court]].","[[Saddɑm]] #39;s aides set to go on trial  Trials of some of Saddam Hussein #39;s aides will begin next week, Iraqi interim Prime Minister Iyad Allawi said. [[Spea𝒌ing]] to Iraq #39;s National Council, he did not name the [[commandant]] that would go on trial or say when [[Clash]] himself would appear in [[cuort]].",0.017877161502838135,0.6178300380706787,0,1,0,109,"Successful"
"Japanese Researchers 'Tap' [[Mushrooms]] for [[Rubber]] ([[Reuters]])  Reuters - Japanese researchers say they have\produced rubber from a natural substance extracted from an\edible, wild mushroom commonly found in the country.","Japanese Researchers 'Tap' [[Musհrooms]] for [[Condom]] ([[Correspondent]])  Reuters - Japanese researchers say they have\produced rubber from a natural substance extracted from an\edible, wild mushroom commonly found in the country.",0.006831526756286621,0.46706622838974,3,3,3,62,"Failed"
"Russia #39;s Putin Defends Reforms, Worries About Clans  Russian President Vladimir Putin said on Thursday he had no plans to grab more power or change the constitution when reforming Russia #39;s government structure.","Russia #39;s Putin Defends Reforms, Worries About Clans  Russian President Vladimir Putin said on Thursday he had no plans to grab more power or change the constitution when reforming Russia #39;s government structure.",0.8498209118843079,0.8498209118843079,0,0,2,1,"Skipped"
"[[Pfizer]] Sends Out Update On Drug Bextra  Pfizer Inc. said Friday that it will provide health-care professionals with additional information about its Bextra arthritis drug and that it will conduct further studies to confirm the drug #39;s long-term cardiovascular safety record.","[[Upjohn]] Sends Out Update On Drug Bextra  Pfizer Inc. said Friday that it will provide health-care professionals with additional information about its Bextra arthritis drug and that it will conduct further studies to confirm the drug #39;s long-term cardiovascular safety record.",0.305000364780426,0.6416022777557373,2,3,2,41,"Successful"
"[[Eagles]] 27, Giants 6  EAST RUTHERFORD, NJ - The Philadelphia Eagles won a fourth consecutive NFC [[East]] title by making Eli Manning look very much like a [[rookie]].","[[Eaɡles]] 27, Giants 6  EAST RUTHERFORD, NJ - The Philadelphia Eagles won a fourth consecutive NFC [[Esat]] title by making Eli Manning look very much like a [[rooike]].",0.00023478269577026367,0.005725443363189697,1,1,1,59,"Failed"
"[[Martin]] #39;s Tour de Corse win [[hands]] WRC title to Loeb  Motorsport.com. Markko Martin dominated the this year #[[39]];s [[edition]] of the legendary Tour de Corse rally, the 14th round of the 2004 World Rally Championship.","[[Martini]] #39;s Tour de Corse win [[hanԁs]] WRC title to Loeb  Motorsport.com. Markko Martin dominated the this year #[[3৭]];s [[editing]] of the legendary Tour de Corse rally, the 14th round of the 2004 World Rally Championship.",0.08655703067779541,0.583570122718811,1,3,1,72,"Successful"
"MicroStrategy Turnover Draws Analyst Scrutiny  MicroStrategy Inc. said yesterday that president and chief financial officer Eric F. Brown had resigned and that founder Michael J. Saylor would again hold the company's top three jobs, prompting some analysts to raise concerns about the company's stock.","MicroStrategy Turnover Draws Analyst Scrutiny  MicroStrategy Inc. said yesterday that president and chief financial officer Eric F. Brown had resigned and that founder Michael J. Saylor would again hold the company's top three jobs, prompting some analysts to raise concerns about the company's stock.",0.903512179851532,0.903512179851532,2,2,3,1,"Skipped"
"Sugar Shane Not so Sweet  (November 21, 2004). Ronald Winky Wright [[successfully]] [[defended]] his 154 lb. title for the sixth time in the highly anticipated rematch with the [[formerly]] sweet Sugar Shane [[Mosley]] ","Sugar Shane Not so Sweet  (November 21, 2004). Ronald Winky Wright [[correctly]] [[advocated]] his 154 lb. title for the sixth time in the highly anticipated rematch with the [[𝚏ormerly]] sweet Sugar Shane [[Mosl]] [[ey]] ",0.0048392415046691895,0.09330177307128906,1,1,1,87,"Failed"
"Delta, pilots OK deal  Union officials representing 7,500 pilots at Delta Air Lines said Wednesday night they have reached a [[cost-cutting]] agreement with management, which presumably could halt, or at least ","Delta, pilots OK deal  Union officials representing 7,500 pilots at Delta Air Lines said Wednesday night they have reached a [[cost-cuttinɡ]] agreement with management, which presumably could halt, or at least ",0.5377838611602783,0.61066734790802,2,1,2,38,"Successful"
"[[Blast]] kills at least three in crowded market in southern &lt;b&gt;...&lt;/b&gt;  MANILA, Philippines At least three people have been killed and several injured in a powerful explosion at a crowded public market in the [[southern]] [[Philippines]].","[[Blaѕt]] kills at least three in crowded market in southern &lt;b&gt;...&lt;/b&gt;  MANILA, Philippines At least three people have been killed and several injured in a powerful explosion at a crowded public market in the [[south]] [[Filipino]].",0.2243453860282898,0.5575437545776367,0,1,0,75,"Successful"
"[[Australia]] comdemns apparent killing of aid worker in Iraq  Australia #39;s Foreign Minister, Alexander Downer, says the apparent murder in Iraq of aid worker, [[Margaret]] [[Hassan]], is a [[heinous]] and inexcusable crime.","[[Aus]] comdemns apparent killing of aid worker in Iraq  Australia #39;s Foreign Minister, Alexander Downer, says the apparent murder in Iraq of aid worker, [[Margaⲅet]] [[Hassɑn]], is a [[հeinous]] and inexcusable crime.",0.0683969259262085,0.39752668142318726,0,0,0,79,"Failed"
"Soy-Fertility Risk Downplayed  (WebMD) Eating a diet rich in soy or taking soy supplements probably won #39;t harm a woman #39;s fertility, according to a new study.","Soy-Fertility Risk Downplayed  (WebMD) Eating a diet rich in soy or taking soy supplements probably won #39;t harm a woman #39;s fertility, according to a new study.",0.6817969679832458,0.6817969679832458,1,1,3,1,"Skipped"
"The Newest Hope ; [[Marriage]] of Necessity Just Might Work Out  NEW YORK - The TV lights were on, the cameras rolled and the symphony of cameras flashing in his face blinded [[Pedro]] [[Martinez]] - but not for [[long]].","The Newest Hope ; [[Wedlock]] of Necessity Just Might Work Out  NEW YORK - The TV lights were on, the cameras rolled and the symphony of cameras flashing in his face blinded [[Pierre]] [[Munoz]] - but not for [[lo]] [[ng]].",0.050271809101104736,0.47178053855895996,1,1,1,76,"Failed"
"Microsoft sues over fake labels  Microsoft has sued eight US computer resellers who it says bought or sold counterfeit Certificate of Authenticity labels or genuine labels that had been separated from their related software, all in breach of copyright and trade mark laws.","Microsoft sues over fake labels  Microsoft has sued eight US computer resellers who it says bought or sold counterfeit Certificate of Authenticity labels or genuine labels that had been separated from their related software, all in breach of copyright and trade mark laws.",0.746230959892273,0.746230959892273,2,2,3,1,"Skipped"
"Two [[US]] soldiers killed  KABUL -- Two US soldiers died and another was injured when a bomb ripped through their patrol in southern Afghanistan yesterday. The troops were attacked near Deh Rawood, a town 400 km southwest of Kabul where ","Two [[NOUS]] soldiers killed  KABUL -- Two US soldiers died and another was injured when a bomb ripped through their patrol in southern Afghanistan yesterday. The troops were attacked near Deh Rawood, a town 400 km southwest of Kabul where ",0.3991404175758362,0.8014979362487793,0,1,0,34,"Successful"
"[[Mauresmo]] confident of LA victory  Amelie Mauresmo [[insists]] she can win the Tour Championships this week and finish the year as [[world]] number one. The Frenchwoman could overtake Lindsay Davenport with a win in Los [[Angeles]].","[[Maսresmo]] confident of LA victory  Amelie Mauresmo [[insistѕ]] she can win the Tour Championships this week and finish the year as [[global]] number one. The Frenchwoman could overtake Lindsay Davenport with a win in Los [[La]].",0.001266181468963623,0.024317622184753418,1,1,1,75,"Failed"
"Federer to meet Hewitt in Masters Cup final  [[Houston]], TX ([[Sports]] [[Network]]) - World [[No]]. 1 Roger Federer of Switzerland and third-seeded Lleyton Hewitt each posted straight-set wins and advanced to Sunday #39;s final at the lucrative 2004 [[Tennis]] Masters Cup.","Federer to meet Hewitt in Masters Cup final  [[Chicago]], TX ([[Spoⲅts]] [[Networking]]) - World [[Neither]]. 1 Roger Federer of Switzerland and third-seeded Lleyton Hewitt each posted straight-set wins and advanced to Sunday #39;s final at the lucrative 2004 [[Teոnis]] Masters Cup.",0.0006583333015441895,0.4060468077659607,1,1,1,100,"Failed"
"Adobe Gets High Marks for Photo Fixes  Among three digital photography repair programs, Adobe Elements is cited as providing the right amount of [[features]] and commands while [[maintaining]] user [[simplicity]].","Adobe Gets High Marks for Photo Fixes  Among three digital photography repair programs, Adobe Elements is cited as providing the right amount of [[featuers]] and commands while [[preservation]] user [[simplіcity]].",0.023889482021331787,0.30870866775512695,3,3,3,76,"Failed"
"Eli [[Lilly]] to Cut [[575]] US Jobs  Eli Lilly and Co. (LLY.N: [[Quote]], Profile, Research) said Thursday it [[plans]] to cut [[575]] jobs, or a little more than 2 percent of its US workforce, in a move to streamline its operations.","Eli [[Liⅼly]] to Cut [[Ƽ75]] US Jobs  Eli Lilly and Co. (LLY.N: [[Citing]], Profile, Research) said Thursday it [[schematics]] to cut [[55]] jobs, or a little more than 2 percent of its US workforce, in a move to streamline its operations.",0.013448715209960938,0.4928241968154907,2,2,2,70,"Failed"
"[[It's]] not sitting well with Mientkiewicz  Since his arrival in Boston at the trading deadline, Doug [[Mientkiewicz]] has bought into the Red Sox' team concept, accepting his role as a [[defensive]] [[replacement]].","[[It'ѕ]] not sitting well with Mientkiewicz  Since his arrival in Boston at the trading deadline, Doug [[Mient𝒌iewicz]] has bought into the Red Sox' team concept, accepting his role as a [[de𝚏ensive]] [[rplacement]].",0.031063199043273926,0.5476683378219604,1,1,1,75,"Failed"
"Coleman [[Enjoys]] Fulhams Battling Display  Fulham manager [[Chris]] [[Coleman]] was delighted with his side #39;s second-half performance, which brought them a hard-earned point in a 1-1 draw against [[Manchester]] United at Craven Cottage.","Coleman [[Enϳoys]] Fulhams Battling Display  Fulham manager [[Chⲅis]] [[Delaney]] was delighted with his side #39;s second-half performance, which brought them a hard-earned point in a 1-1 draw against [[Manches𝚝er]] United at Craven Cottage.",0.0015705227851867676,0.11571311950683594,1,1,1,76,"Failed"
"This week in open-source news  Adobe quietly begins testing the waters to increase its involvement in [[desktop]] [[Linux]]. Also: Open-source [[Web]] browsers Mozilla and Firefox [[post]] gains over Microsoft's Internet Explorer.","This week in open-source news  Adobe quietly begins testing the waters to increase its involvement in [[des𝒌top]] [[Lіnux]]. Also: Open-source [[Website]] browsers Mozilla and Firefox [[pos𝚝]] gains over Microsoft's Internet Explorer.",0.03467261791229248,0.354741632938385,3,3,3,77,"Failed"
