original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,label_shap
"the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her [[skin]] .","the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her [[skni]] .",0.04958897829055786,0.6791787147521973,1,0,1,17,Successful,1
"an [[earnest]] , heartrending look at the divide between religious fundamentalists and their gay relatives .","an [[eranest]] , heartrending look at the divide between religious fundamentalists and their gay relatives .",0.2974699139595032,0.9664105176925659,1,0,1,13,Successful,1
"in his debut as a film director , denzel washington delivers a lean and [[engaging]] [[work]] .","in his debut as a film director , denzel washington delivers a lean and [[eTgaging]] [[Gork]] .",0.0021827220916748047,0.103748619556427,1,1,1,18,Failed,
"the cold and dreary weather is a perfect [[metaphor]] for the [[movie]] itself , which [[contains]] few laughs and not much drama .","the cold and dreary weather is a perfect [[metaphGor]] for the [[omvie]] itself , which [[contawns]] few laughs and not much drama .",0.0028449296951293945,0.05419880151748657,0,0,0,23,Failed,
"despite the long running time , the pace [[never]] feels slack -- there 's no scene that screams `` bathroom break ! ''","despite the long running time , the pace [[nevel]] feels slack -- there 's no scene that screams `` bathroom break ! ''",0.051845431327819824,0.9984021782875061,1,0,1,18,Successful,0
"kwan makes the mix-and - match metaphors intriguing , while [[lulling]] us into torpor with his cultivated allergy to [[action]] .","kwan makes the mix-and - match metaphors intriguing , while [[lulliug]] us into torpor with his cultivated allergy to [[aciton]] .",0.07477009296417236,0.1732882261276245,0,0,0,21,Failed,
the [[smartest]] bonehead comedy of the summer .,the [[martest]] bonehead comedy of the summer .,0.32423537969589233,0.9910145998001099,1,0,1,9,Successful,1
"while undercover brother is definitely one for the masses , it 's also full of [[sharp]] , smart [[satire]] .","while undercover brother is definitely one for the masses , it 's also full of [[shaip]] , smart [[astire]] .",0.013636887073516846,0.7549149990081787,1,0,1,19,Successful,1
the ill-conceived modern-day ending falls [[flat]] where it should [[deliver]] a moral punch .,the ill-conceived modern-day ending falls [[lat]] where it should [[Xeliver]] a moral punch .,0.0015247464179992676,0.022977352142333984,0,0,0,16,Failed,
"george , hire a real director and good writers for the next installment , please .","george , hire a real director and good writers for the next installment , please .",0.859663724899292,0.859663724899292,1,1,0,1,Skipped,
"if this movie were a book , it would be a [[page-turner]] , you ca n't wait to see what happens [[next]] .","if this movie were a book , it would be a [[page-turXer]] , you ca n't wait to see what happens [[ext]] .",0.011331737041473389,0.7341195344924927,1,0,1,19,Successful,1
a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,0.6261241436004639,0.6261241436004639,0,0,1,1,Skipped,
"the laser-projected paintings provide a spell-casting beauty , while russell and dreyfus are a romantic pairing of [[hearts]] , preciously exposed as history corners them .","the laser-projected paintings provide a spell-casting beauty , while russell and dreyfus are a romantic pairing of [[hejrts]] , preciously exposed as history corners them .",0.30404168367385864,0.6297746300697327,1,0,1,19,Successful,0
a monster [[combat]] thriller as [[impersonal]] in its relentlessness as the videogame series that inspired it .,a monster [[comabt]] thriller as [[ipmersonal]] in its relentlessness as the videogame series that inspired it .,0.005469262599945068,0.6654105186462402,0,1,0,29,Successful,1
"but in imax 3-d , the clichés [[disappear]] into the vertiginous perspectives opened up by the photography .","but in imax 3-d , the clichés [[disappemr]] into the vertiginous perspectives opened up by the photography .",0.4960938096046448,0.7772998809814453,1,0,1,13,Successful,1
"there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public [[recital]] .","there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public [[rectal]] .",0.08509904146194458,0.9681411385536194,1,0,1,18,Successful,1
"it 's the kind of movie that ends up festooning u.s. art house screens for no [[reason]] other than the fact that it 's in french -[[lrb-]] well , [[mostly]] -rrb- with english subtitles and is [[magically]] ` significant ' because of that .","it 's the kind of movie that ends up festooning u.s. art house screens for no [[reasTon]] other than the fact that it 's in french -[[rlb-]] well , [[motsly]] -rrb- with english subtitles and is [[magicalRy]] ` significant ' because of that .",0.1666753888130188,0.609524130821228,0,1,0,41,Successful,1
steers turns in a snappy screenplay that curls at the edges ; it 's so clever you want to hate it .,steers turns in a snappy screenplay that curls at the edges ; it 's so clever you want to hate it .,0.8887587785720825,0.8887587785720825,0,0,1,1,Skipped,
"it extends the [[writings]] of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya .","it extends the [[wrbtings]] of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya .",0.28140562772750854,0.5736783742904663,1,0,1,18,Successful,1
"we need -lrb- moore 's -rrb- noisy , cocky energy , his passion and class consciousness ; we need his shticks , we need his stones .","we need -lrb- moore 's -rrb- noisy , cocky energy , his passion and class consciousness ; we need his shticks , we need his stones .",0.8519527912139893,0.8519527912139893,0,0,1,1,Skipped,
for benigni it was n't shakespeare whom he wanted to define his career with but pinocchio .,for benigni it was n't shakespeare whom he wanted to define his career with but pinocchio .,0.9637799263000488,0.9637799263000488,0,0,1,1,Skipped,
"i kept thinking over and over again , ' i should be enjoying this . '","i kept thinking over and over again , ' i should be enjoying this . '",0.009559392929077148,0.009559392929077148,0,0,0,16,Failed,
all the necessary exposition [[prevents]] the picture from rising above your [[generic]] sand 'n' sandal adventure .,all the necessary exposition [[prevetns]] the picture from rising above your [[generir]] sand 'n' sandal adventure .,0.0021156668663024902,0.023509502410888672,0,0,0,18,Failed,
"too silly to be frightening , too [[stolid]] to be [[funny]] , it [[projects]] the same lazy affability as its nominal star , david arquette .","too silly to be frightening , too [[stlid]] to be [[fDnny]] , it [[projeHcts]] the same lazy affability as its nominal star , david arquette .",0.001466512680053711,0.020488500595092773,0,0,0,24,Failed,
"... mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .","... mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",0.5,0.5,0,0,1,1,Skipped,
do we really [[need]] a 77-minute [[film]] to [[tell]] us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,do we really [[neesd]] a 77-minute [[fiKm]] to [[dtell]] us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,0.0017409920692443848,0.007011830806732178,0,0,0,26,Failed,
"when it 's all wet , blue crush is [[highly]] enjoyable .","when it 's all wet , blue crush is [[highcy]] enjoyable .",0.03963881731033325,0.6261241436004639,1,0,1,10,Successful,1
"matthew [[mcconaughey]] tries , and [[fails]] , to control the screen with swaggering machismo and over-the-top lunacy .","matthew [[mcconaguhey]] tries , and [[fais]] , to control the screen with swaggering machismo and over-the-top lunacy .",0.0011159777641296387,0.04084569215774536,0,0,0,19,Failed,
"pretty darn good , despite its smarty-pants aura .","pretty darn good , despite its smarty-pants aura .",0.8933094143867493,0.8933094143867493,0,0,1,1,Skipped,
this is pretty [[dicey]] material .,this is pretty [[icey]] material .,0.0019570589065551758,0.09807932376861572,0,0,0,8,Failed,
"i can only imagine one [[thing]] [[worse]] than kevin spacey trying on an [[irish]] accent , and that 's sultry linda fiorentino doing the same thing .","i can only imagine one [[thnig]] [[wores]] than kevin spacey trying on an [[iish]] accent , and that 's sultry linda fiorentino doing the same thing .",0.0100136399269104,0.16026604175567627,0,0,0,30,Failed,
there 's something [[fundamental]] [[missing]] from this story : something or someone to care about .,there 's something [[fundmaental]] [[Bissing]] from this story : something or someone to care about .,0.006388366222381592,0.026155591011047363,0,0,0,16,Failed,
mckay deflates his piece of puffery with a sour cliche and [[heavy]] doses of [[mean-spiritedness]],mckay deflates his piece of puffery with a sour cliche and [[Jeavy]] doses of [[meKan-spiritedness]],0.0005274415016174316,0.2450850009918213,0,0,0,18,Failed,
farrell ... thankfully [[manages]] to outshine the role and successfully plays the foil to willis 's world-weary [[colonel]] .,farrell ... thankfully [[managos]] to outshine the role and successfully plays the foil to willis 's world-weary [[cloonel]] .,0.027585208415985107,0.9149009585380554,1,0,1,20,Successful,1
"as it abruptly crosscuts among the five friends , it [[fails]] to [[lend]] the characters ' individual stories enough dramatic resonance to make us [[care]] about them .","as it abruptly crosscuts among the five friends , it [[Uails]] to [[led]] the characters ' individual stories enough dramatic resonance to make us [[Mare]] about them .",0.0006986856460571289,0.3106943964958191,0,0,0,29,Failed,
a [[well-made]] and often lovely [[depiction]] of the mysteries of friendship .,a [[well-mWde]] and often lovely [[deMiction]] of the mysteries of friendship .,0.004905343055725098,0.5851011872291565,1,0,1,15,Successful,1
one scarcely [[needs]] the subtitles to enjoy this colorful action farce .,one scarcely [[needMs]] the subtitles to enjoy this colorful action farce .,0.007011830806732178,0.7090191841125488,1,0,1,12,Successful,1
"there are [[times]] when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its [[spirit]] .","there are [[timse]] when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its [[zpirit]] .",0.19930803775787354,0.5467381477355957,1,0,1,27,Successful,1
it 's both a necessary political work and a [[fascinating]] documentary ...,it 's both a necessary political work and a [[fiscinating]] documentary ...,0.08756381273269653,0.9775429368019104,1,0,1,10,Successful,1
... surprisingly [[inert]] for a movie in which the main character travels back and forth between epochs .,... surprisingly [[inesrt]] for a movie in which the main character travels back and forth between epochs .,0.007577240467071533,0.9161096215248108,0,1,0,14,Successful,1
"i like frank the pug , though .","i like frank the pug , though .",0.837619960308075,0.837619960308075,0,0,1,1,Skipped,
"it almost plays [[like]] solaris , but with guns and jokes .","it almost plays [[luike]] solaris , but with guns and jokes .",0.41869693994522095,0.9294403791427612,1,0,1,11,Successful,1
"for all its highfalutin title and corkscrew [[narrative]] , the movie [[turns]] out to be not [[much]] more than a shaggy human tale .","for all its highfalutin title and corkscrew [[narradive]] , the movie [[urns]] out to be not [[mucI]] more than a shaggy human tale .",0.004468441009521484,0.010986924171447754,0,0,0,27,Failed,
"nearly surreal , [[dabbling]] in french , this is no simple movie , and you 'll be [[taking]] a [[risk]] if you choose to see it .","nearly surreal , [[dabbing]] in french , this is no simple movie , and you 'll be [[takidg]] a [[rik]] if you choose to see it .",0.31742626428604126,0.5273165702819824,0,1,0,33,Successful,1
"does what a fine [[documentary]] does best : it [[extends]] a warm invitation into an unfamiliar world , then [[illuminates]] it fully and allows the larger implications of the journey to [[sink]] in unobtrusively .","does what a fine [[Yocumentary]] does best : it [[extens]] a warm invitation into an unfamiliar world , then [[illumPnates]] it fully and allows the larger implications of the journey to [[isnk]] in unobtrusively .",0.08035743236541748,0.43014734983444214,1,1,1,33,Failed,
"rambles on in a disjointed , [[substandard]] [[fashion]] from one poorly executed action sequence to the next .","rambles on in a disjointed , [[substanZard]] [[fashJion]] from one poorly executed action sequence to the next .",0.0008830428123474121,0.001455068588256836,0,0,0,19,Failed,
the [[best]] movie of its kind since ` brazil . ',the [[beht]] movie of its kind since ` brazil . ',0.02096426486968994,0.8244619369506836,1,0,1,11,Successful,1
proves that a movie about goodness is not the same [[thing]] as a [[good]] movie .,proves that a movie about goodness is not the same [[thiVg]] as a [[goo]] movie .,0.002359628677368164,0.00812464952468872,0,0,0,19,Failed,
"a [[gimmick]] in search of a [[movie]] : how to get carvey into as many silly costumes and deliver as many silly voices as [[possible]] , plot mechanics be damned .","a [[gmimick]] in search of a [[move]] : how to get carvey into as many silly costumes and deliver as many silly voices as [[posCsible]] , plot mechanics be damned .",0.0105704665184021,0.3812195658683777,0,0,0,44,Failed,
made by [[jackasses]] for jackasses .,made by [[jackaDses]] for jackasses .,0.0009548068046569824,0.010652542114257812,0,0,0,7,Failed,
"when the painted backdrops in a movie are more alive than its characters , you [[know]] you 're in [[trouble]] .","when the painted backdrops in a movie are more alive than its characters , you [[Wnow]] you 're in [[nrouble]] .",0.0064882636070251465,0.021615266799926758,0,0,0,16,Failed,
"so [[young]] , so smart , such talent , such a wise \*\*\* .","so [[oyung]] , so smart , such talent , such a wise \*\*\* .",0.2974699139595032,0.8587185740470886,1,0,1,9,Successful,1
"awkward but sincere and , ultimately , it [[wins]] you over .","awkward but sincere and , ultimately , it [[wis]] you over .",0.23370635509490967,0.672331690788269,1,0,1,9,Successful,0
[[barely]] goes beyond comic book status .,[[brely]] goes beyond comic book status .,0.0014104247093200684,0.863391637802124,0,1,0,11,Successful,1
"a truly moving experience , and a [[perfect]] example of how art -- when done right -- can help heal , clarify , and [[comfort]] .","a truly moving experience , and a [[perfeAt]] example of how art -- when done right -- can help heal , clarify , and [[cofort]] .",0.03410041332244873,0.05419880151748657,1,1,1,21,Failed,
"it turns out to be a [[cut]] above the norm , thanks to some clever writing and sprightly [[acting]] .","it turns out to be a [[cuY]] above the norm , thanks to some clever writing and sprightly [[acxing]] .",0.007232785224914551,0.5428632497787476,1,0,1,17,Successful,1
and forget about any [[attempt]] at a plot !,and forget about any [[athempt]] at a plot !,0.002980947494506836,0.011331737041473389,0,0,0,8,Failed,
credibility levels are low and character development a [[non-starter]] .,credibility levels are low and character development a [[on-starter]] .,0.0005274415016174316,0.0032476186752319336,0,0,0,11,Failed,
the film is an [[enjoyable]] family film -- pretty much [[aimed]] at any youngster who loves horses .,the film is an [[enjoyuable]] family film -- pretty much [[aiRed]] at any youngster who loves horses .,0.05340331792831421,0.5964331030845642,1,0,1,19,Successful,1
"the character is too forced and overwritten to be funny or believable much of the [[time]] , and clayburgh does [[n't]] always [[improve]] the over-the-top mix .","the character is too forced and overwritten to be funny or believable much of the [[Dime]] , and clayburgh does [[nEt]] always [[iprove]] the over-the-top mix .",0.002714991569519043,0.03904825448989868,0,0,0,26,Failed,
"unless you are in dire need of a diesel fix , there is no real [[reason]] to [[see]] it .","unless you are in dire need of a diesel fix , there is no real [[resaon]] to [[Msee]] it .",0.0028009414672851562,0.01461571455001831,0,0,0,16,Failed,
the [[movie]] 's biggest offense is its complete and utter [[lack]] of tension .,the [[mowie]] 's biggest offense is its complete and utter [[black]] of tension .,0.0010004639625549316,0.005598247051239014,0,0,0,24,Failed,
"it 's a humble effort , but spiced with wry [[humor]] and genuine pathos , [[especially]] between morgan and redgrave .","it 's a humble effort , but spiced with wry [[humLr]] and genuine pathos , [[especailly]] between morgan and redgrave .",0.02976006269454956,0.10087865591049194,1,1,1,19,Failed,
"-lrb- [[two]] -rrb- [[fairly]] dull -- contrasting and interlocking stories about [[miserable]] scandinavian settlers in 18th-century canada , and yuppie sailboaters in the here and now .","-lrb- [[tweo]] -rrb- [[airly]] dull -- contrasting and interlocking stories about [[mnserable]] scandinavian settlers in 18th-century canada , and yuppie sailboaters in the here and now .",0.09009301662445068,0.2658804655075073,0,0,0,36,Failed,
-lrb- sen 's -rrb- soap opera-ish approach [[undermines]] his good [[intentions]] .,-lrb- sen 's -rrb- soap opera-ish approach [[underOmines]] his good [[intentionR]] .,0.0010649561882019043,0.008577525615692139,0,0,0,18,Failed,
it 's [[one]] of the most honest films ever made about hollywood .,it 's [[noe]] of the most honest films ever made about hollywood .,0.021948277950286865,0.7217432260513306,1,0,1,11,Successful,0
this is [[one]] for the ages .,this is [[onZe]] for the ages .,0.009267985820770264,0.4263215661048889,1,1,1,7,Failed,
schindler 's list it ai [[n't]] .,schindler 's list it ai [[nyt]] .,0.01507258415222168,0.03541076183319092,0,0,0,9,Failed,
they felt [[like]] the same movie to me .,they felt [[ike]] the same movie to me .,0.014957070350646973,0.031143784523010254,0,0,0,12,Failed,
will grab your children by the [[imagination]] and amaze them and amuse them .,will grab your children by the [[imaginatiDn]] and amaze them and amuse them .,0.016656994819641113,0.5234203338623047,1,0,1,10,Successful,1
strong setup and [[ambitious]] goals fade as the [[film]] descends into unsophisticated scare tactics and b-film thuggery .,strong setup and [[Kmbitious]] goals fade as the [[ofilm]] descends into unsophisticated scare tactics and b-film thuggery .,0.0011695027351379395,0.0057749152183532715,0,0,0,21,Failed,
"it 's a hoot and a half , and a great way for the american people to see what a candidate is like when he 's not giving the same 15-cent stump speech .","it 's a hoot and a half , and a great way for the american people to see what a candidate is like when he 's not giving the same 15-cent stump speech .",0.5039061307907104,0.5039061307907104,0,0,1,1,Skipped,
[[must-see]] viewing for anyone involved in the high-tech industry .,[[msut-see]] viewing for anyone involved in the high-tech industry .,0.003538072109222412,0.9334307909011841,1,0,1,11,Successful,1
"a clutchy , indulgent and [[pretentious]] travelogue and [[diatribe]] against ... well , just stuff .","a clutchy , indulgent and [[pretentinus]] travelogue and [[diaUtribe]] against ... well , just stuff .",0.0006461739540100098,0.003376603126525879,0,0,0,16,Failed,
"showtime is [[one]] of the [[hapless]] victims of the arrogant [[``]] if we put together a wry white man and a chatty black man and give them guns , the movie will be [[funny]] '' syndrome .","showtime is [[ne]] of the [[haplses]] victims of the arrogant [[i`]] if we put together a wry white man and a chatty black man and give them guns , the movie will be [[funRy]] '' syndrome .",0.018546581268310547,0.13296425342559814,0,0,0,35,Failed,
"divertingly ridiculous , headbangingly noisy .","divertingly ridiculous , headbangingly noisy .",0.9664105176925659,0.9664105176925659,1,1,0,1,Skipped,
provides an [[intriguing]] [[window]] into the imagination and hermetic analysis of todd solondz .,provides an [[intriguign]] [[windbw]] into the imagination and hermetic analysis of todd solondz .,0.07477009296417236,0.8418256640434265,1,0,1,17,Successful,1
"this warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most [[hard-hearted]] [[cynics]] .","this warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most [[har-hearted]] [[cnics]] .",0.04468083381652832,0.6548947095870972,1,0,1,23,Successful,1
the [[plot]] is so [[predictable]] and sentimental that viewers are likely to lose interest before sandrine and her goats walk off into the [[sunset]] .,the [[polt]] is so [[pTredictable]] and sentimental that viewers are likely to lose interest before sandrine and her goats walk off into the [[sunUset]] .,0.011158108711242676,0.1208532452583313,0,0,0,24,Failed,
"flat , but with a revelatory performance by [[michelle]] williams .","flat , but with a revelatory performance by [[micqhelle]] williams .",0.20689404010772705,0.3849121332168579,0,0,0,10,Failed,
once you get into its rhythm ... the movie becomes a [[heady]] experience .,once you get into its rhythm ... the movie becomes a [[ehady]] experience .,0.13117319345474243,0.9319595694541931,1,0,1,11,Successful,1
"birot is a competent enough filmmaker , but her [[story]] has [[nothing]] fresh or very exciting about it .","birot is a competent enough filmmaker , but her [[sPtory]] has [[nZthing]] fresh or very exciting about it .",0.0022518038749694824,0.004468441009521484,0,0,0,17,Failed,
"[[run]] , do n't walk , to see this barbed and bracing comedy on the big screen .","[[ru]] , do n't walk , to see this barbed and bracing comedy on the big screen .",0.12168574333190918,0.9213576316833496,1,0,1,14,Successful,1
"de [[niro]] looks bored , murphy recycles murphy , and you mentally add showtime to the pile of hollywood dreck that [[represents]] [[nothing]] more than the art of the deal .","de [[inro]] looks bored , murphy recycles murphy , and you mentally add showtime to the pile of hollywood dreck that [[represInts]] [[noUhing]] more than the art of the deal .",0.01883310079574585,0.04535257816314697,0,0,0,30,Failed,
quite funny for the type of movie it is ...,quite funny for the type of movie it is ...,0.5312093496322632,0.5312093496322632,0,0,1,1,Skipped,
a well acted and well intentioned [[snoozer]] .,a well acted and well intentioned [[snPozer]] .,0.0028009414672851562,0.8080672025680542,0,1,0,10,Successful,1
[[little]] more than a frothy vanity project .,[[littlHe]] more than a frothy vanity project .,0.0004878044128417969,0.0031726956367492676,0,0,0,8,Failed,
"a work of intricate elegance , literary lyricism and [[profound]] common [[sense]] .","a work of intricate elegance , literary lyricism and [[profuond]] common [[senHse]] .",0.01224130392074585,0.5755879878997803,1,0,1,16,Successful,1
it 's a [[glorious]] groove that leaves you wanting more .,it 's a [[gHlorious]] groove that leaves you wanting more .,0.020645976066589355,0.403566837310791,1,1,1,9,Failed,
"interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses .","interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses .",0.7185944318771362,0.7185944318771362,0,0,1,1,Skipped,
a charming romantic comedy that is by far the [[lightest]] dogme film and among the most [[enjoyable]] .,a charming romantic comedy that is by far the [[lightset]] dogme film and among the most [[enjoayble]] .,0.01590639352798462,0.9190632700920105,1,0,1,18,Successful,1
"rather , you 'll have to wrestle disbelief to the ground and then [[apply]] the [[chloroform-soaked]] handkerchief .","rather , you 'll have to wrestle disbelief to the ground and then [[apphy]] the [[chlrooform-soaked]] handkerchief .",0.007815897464752197,0.01090240478515625,0,0,0,14,Failed,
"[[lacks]] heart , depth and , most of all , purpose .","[[lTacks]] heart , depth and , most of all , purpose .",0.000656425952911377,0.6370307803153992,0,1,0,9,Successful,0
it is [[inspirational]] in characterizing how people from such diverse cultures [[share]] the same human and spiritual needs .,it is [[inspiraktional]] in characterizing how people from such diverse cultures [[shaPre]] the same human and spiritual needs .,0.014063596725463867,0.4148988723754883,1,1,1,18,Failed,
hawke draws out the [[best]] from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .,hawke draws out the [[beDt]] from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .,0.09009301662445068,0.6548947095870972,1,0,1,20,Successful,1
lead provocatuers testud and parmentier give superlative [[performances]],lead provocatuers testud and parmentier give superlative [[perforZmances]],0.004264712333679199,0.05500531196594238,1,1,1,12,Failed,
"merely as a technical , logistical feat , russian ark marks a [[cinematic]] milestone .","merely as a technical , logistical feat , russian ark marks a [[cqnematic]] milestone .",0.39233678579330444,0.9612438082695007,1,0,1,14,Successful,1
no more .,no more .,0.02442312240600586,0.02442312240600586,0,0,0,1,Failed,
demands too [[much]] of most viewers .,demands too [[mLch]] of most viewers .,0.0007436871528625488,0.0013885498046875,0,0,0,8,Failed,
"as a revenge thriller , the movie is serviceable , but it does [[n't]] really [[deliver]] the [[delicious]] guilty pleasure of the better film versions .","as a revenge thriller , the movie is serviceable , but it does [[m't]] really [[deeiver]] the [[delBicious]] guilty pleasure of the better film versions .",0.016403019428253174,0.04569196701049805,0,0,0,26,Failed,
"it is risky , intelligent , romantic and [[rapturous]] from [[start]] to finish .","it is risky , intelligent , romantic and [[rpaturous]] from [[stqart]] to finish .",0.02976006269454956,0.6334102153778076,1,0,1,15,Successful,1
[[vividly]] [[conveys]] both the pitfalls and the pleasures of over-the-top love .,[[vivxdly]] [[conveyz]] both the pitfalls and the pleasures of over-the-top love .,0.13296425342559814,0.7956581115722656,1,0,1,15,Successful,1
warmed-over tarantino by way of [[wannabe]] elmore leonard .,warmed-over tarantino by way of [[wannabXe]] elmore leonard .,0.005060315132141113,0.03308594226837158,0,0,0,11,Failed,
the [[saturation]] bombing of reggio 's images and [[glass]] ' evocative music ... ultimately leaves viewers with the task of divining meaning .,the [[saturatoin]] bombing of reggio 's images and [[glnass]] ' evocative music ... ultimately leaves viewers with the task of divining meaning .,0.08509904146194458,0.10521054267883301,0,0,0,34,Failed,
this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of [[sensual]] [[empowerment]] .,this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of [[gsensual]] [[empoweKrment]] .,0.06465351581573486,0.5774953365325928,1,0,1,26,Successful,1
"this is n't a narrative film -- i do n't know if it 's possible to make a narrative film about september 11th , though i 'm sure some will try -- but it 's as close as anyone has dared to come .","this is n't a narrative film -- i do n't know if it 's possible to make a narrative film about september 11th , though i 'm sure some will try -- but it 's as close as anyone has dared to come .",0.9086179137229919,0.9086179137229919,0,0,1,1,Skipped,
"without [[september]] 11 , collateral damage would have been just [[another]] bad movie .","without [[sepJtember]] 11 , collateral damage would have been just [[Rnother]] bad movie .",0.03021460771560669,0.07477009296417236,0,0,0,21,Failed,
a thinly veiled [[excuse]] for wilson to play his self-deprecating act against murphy 's well-honed [[prima]] donna shtick .,a thinly veiled [[excEuse]] for wilson to play his self-deprecating act against murphy 's well-honed [[pJima]] donna shtick .,0.01883310079574585,0.04369109869003296,0,0,0,21,Failed,
too [[close]] to phantom menace for comfort .,too [[lose]] to phantom menace for comfort .,0.002980947494506836,0.008985459804534912,0,0,0,9,Failed,
time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of [[mindsets]],time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of [[minRdsets]],0.4493926167488098,0.949669361114502,1,0,1,23,Successful,0
"the weight of water uses water as a metaphor for subconscious desire , but this [[leaky]] script [[barely]] stays afloat .","the weight of water uses water as a metaphor for subconscious desire , but this [[leakGy]] script [[barety]] stays afloat .",0.009559392929077148,0.0522308349609375,0,0,0,21,Failed,
