"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[ATI]] launches chipset for [[AMD]] [[desktops]]  [[ATI]] Technologies on Monday delivered the Radeon Xpress 200, a new chipset for desktops using Advanced Micro Devices #39; Athlon 64 and other eighth-generation processors.","[[AIT]] launches chipset for [[AbMD]] [[destops]]  [[TAI]] Technologies on Monday delivered the Radeon Xpress 200, a new chipset for desktops using Advanced Micro Devices #39; Athlon 64 and other eighth-generation processors.",0.0029889345169067383,0.041201770305633545,3,3,3,41,"Failed"
"Automakers sue California over emissions  FRESNO, Calif. -- Automobile manufacturers sued on Tuesday to block the world #39;s toughest vehicle emissions standards, adopted by California regulators in September to cut greenhouse gases.","Automakers sue California over emissions  FRESNO, Calif. -- Automobile manufacturers sued on Tuesday to block the world #39;s toughest vehicle emissions standards, adopted by California regulators in September to cut greenhouse gases.",0.9322465658187866,0.9322465658187866,3,3,2,1,"Skipped"
"[[Microsoft]] reworks antispam spec to silence critics  com October 25, [[2004]], 6:49 PM PT. This priority retains its ranking at number five as more and more [[companies]] [[deploy]] [[Web]] Services to share business logic, data and processes with each other and with clients.","[[MicrWsoft]] reworks antispam spec to silence critics  com October 25, [[2Y04]], 6:49 PM PT. This priority retains its ranking at number five as more and more [[companiJs]] [[deplry]] [[We]] Services to share business logic, data and processes with each other and with clients.",0.06687676906585693,0.45832622051239014,3,3,3,55,"Failed"
"NASA  #39;scramjet #39; [[makes]] [[historic]] [[flight]] off California  LOS ANGELES NASA #39;s unmanned  quot;scramjet quot; proved it #39;s small but it #39;s fast -- in a record-breaking [[demonstration]] above the Pacific Ocean.","NASA  #39;scramjet #39; [[makse]] [[hDstoric]] [[Ilight]] off California  LOS ANGELES NASA #39;s unmanned  quot;scramjet quot; proved it #39;s small but it #39;s fast -- in a record-breaking [[demonsration]] above the Pacific Ocean.",0.31721484661102295,0.5314986705780029,3,1,3,41,"Successful"
"Board with Mukesh: Reliance  Mumbai, Nov. 26: Mukesh Ambani apparently commands the full support of the [[board]] on all recent decisions, including the controversial one that elevated him to the final authority in the group.","Board with Mukesh: Reliance  Mumbai, Nov. 26: Mukesh Ambani apparently commands the full support of the [[zboard]] on all recent decisions, including the controversial one that elevated him to the final authority in the group.",0.15416932106018066,0.624142587184906,2,1,2,27,"Successful"
"Liberty Alliance names [[first]] director, new members  The Liberty Alliance Project signalled that it [[expects]] to have longevity when it comes to developing and promoting federated identity standards by [[naming]] its [[first]] executive director on Monday.","Liberty Alliance names [[firse]] director, new members  The Liberty Alliance Project signalled that it [[expecrts]] to have longevity when it comes to developing and promoting federated identity standards by [[Faming]] its [[fsirst]] executive director on Monday.",0.10797762870788574,0.33947068452835083,3,3,3,46,"Failed"
"Fellowship of the [[Customized]]  Ring Tone  [[In]] a short time, in a public way -- while on Metro, or in line at Starbucks, or inside a movie theater -- [[ring]] tones signal who you are. Or who you want people to think you are.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington [[Post]]&lt;/B&gt;&lt;/FONT&gt;","Fellowship of the [[ustomized]]  Ring Tone  [[I]] a short time, in a public way -- while on Metro, or in line at Starbucks, or inside a movie theater -- [[sring]] tones signal who you are. Or who you want people to think you are.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington [[oPst]]&lt;/B&gt;&lt;/FONT&gt;",0.21616095304489136,0.6986041069030762,3,1,3,72,"Successful"
"[[FireFox]] [[Roars]] from the Gates  [[Tuesday]], November 9, 2004 will likely go down in the history books as the day the browser wars officially started. Obviously things happened before today to get us to the point where there was a real, legitimate ","[[FierFox]] [[Raors]] from the Gates  [[Teesday]], November 9, 2004 will likely go down in the history books as the day the browser wars officially started. Obviously things happened before today to get us to the point where there was a real, legitimate ",0.15658754110336304,0.5674769878387451,3,1,3,37,"Successful"
"Colombia [[reveals]] [[plot]] to [[assassinate]] Bush  Colombian rebels plotted to [[assassinate]] George Bush during his brief stopover in the port of Cartagena last week, according to the country #39;s defence minister.","Colombia [[revMals]] [[plQt]] to [[asAsassinate]] Bush  Colombian rebels plotted to [[assassinUate]] George Bush during his brief stopover in the port of Cartagena last week, according to the country #39;s defence minister.",0.13898557424545288,0.388960063457489,0,0,0,39,"Failed"
"[[Congress]] [[Asks]] SEC for Mutual Fund Study (Reuters)  [[Reuters]] - The U.S. Congress asked the\[[Securities]] and Exchange Commission on Saturday to send\lawmakers a report justifying a new rule forcing mutual fund\boards to have independent chairmen.","[[bCongress]] [[Assk]] SEC for Mutual Fund Study (Reuters)  [[Reters]] - The U.S. Congress asked the\[[Seucrities]] and Exchange Commission on Saturday to send\lawmakers a report justifying a new rule forcing mutual fund\boards to have independent chairmen.",0.06115925312042236,0.5456387996673584,2,2,2,46,"Failed"
"[[Company]] [[launches]] Windows-only [[JFK]] [[Assassination]] [[game]] via online &lt;b&gt;...&lt;/b&gt;   quot;A spokesman for the president #39;s brother, Sen. Edward M. Kennedy, D-Mass., called the game  #39;despicable. #39; The Glasgow-based firm Traffic said  quot;JFK Reloaded quot; was an educational  quot;docu-game quot; that would help disprove conspiracy theories about Kennedy #39;s death.","[[Comeany]] [[launcehs]] Windows-only [[JgK]] [[AsRsassination]] [[gaem]] via online &lt;b&gt;...&lt;/b&gt;   quot;A spokesman for the president #39;s brother, Sen. Edward M. Kennedy, D-Mass., called the game  #39;despicable. #39; The Glasgow-based firm Traffic said  quot;JFK Reloaded quot; was an educational  quot;docu-game quot; that would help disprove conspiracy theories about Kennedy #39;s death.",0.231390118598938,0.7421494722366333,3,0,3,72,"Successful"
"Update 8: Crude Oil Futures Sink to \$46 Per Barrel  December delivery crude on the New York Mercantile Exchange dropped 76 cents to \$46.11 per barrel. The benchmark light, sweet crude remained about \$8 a barrel cheaper than its closing record of \$55.17 recorded Oct. 22 and Oct. 26.","Update 8: Crude Oil Futures Sink to \$46 Per Barrel  December delivery crude on the New York Mercantile Exchange dropped 76 cents to \$46.11 per barrel. The benchmark light, sweet crude remained about \$8 a barrel cheaper than its closing record of \$55.17 recorded Oct. 22 and Oct. 26.",0.9241834878921509,0.9241834878921509,3,3,2,1,"Skipped"
"[[Stocks]] Up After Sears Deal, HP Earnings   NEW YORK (Reuters) - U.S. stocks ended higher on Wednesday  after Kmart's plan to buy Sears in an \$11.5 billion deal was  announced and computer maker Hewlett-Packard Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HPQ.N target=/stocks/quickinfo/fullquote""&gt;HPQ.N&lt;/A&gt; posted  solid earnings.","[[Vtocks]] Up After Sears Deal, HP Earnings   NEW YORK (Reuters) - U.S. stocks ended higher on Wednesday  after Kmart's plan to buy Sears in an \$11.5 billion deal was  announced and computer maker Hewlett-Packard Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HPQ.N target=/stocks/quickinfo/fullquote""&gt;HPQ.N&lt;/A&gt; posted  solid earnings.",0.47427958250045776,0.8820642828941345,2,3,2,60,"Successful"
"[[Plane]] crash [[kills]] 10 close to racing  MARTINSVILLE, Va. -- A Hendrick Motorsports plane crashed yesterday on its way to a NASCAR race, killing all 10 people aboard, including the son, brother and two nieces of the owner of one of auto racing's most successful organizations.","[[PlanG]] crash [[kGills]] 10 close to racing  MARTINSVILLE, Va. -- A Hendrick Motorsports plane crashed yesterday on its way to a NASCAR race, killing all 10 people aboard, including the son, brother and two nieces of the owner of one of auto racing's most successful organizations.",0.15246295928955078,0.656044602394104,1,0,1,41,"Successful"
"[[Tesco]] [[To]] Sell Downloadable Tunes  [[Tesco]] aint daft, theyve done the insurance blag and now they getting stuck into the music downloading service. They will be the first supermarket to enter a market that is worth over 25million and is currently dominated by the Apple run [[iTunes]].","[[Tseco]] [[o]] Sell Downloadable Tunes  [[esco]] aint daft, theyve done the insurance blag and now they getting stuck into the music downloading service. They will be the first supermarket to enter a market that is worth over 25million and is currently dominated by the Apple run [[iTuns]].",0.09327208995819092,0.5622900724411011,3,2,3,50,"Successful"
"Holyfield #39;s effort to unify heavyweight title [[running]] out of time  Evander Holyfield just doesn #39;t get it. He #39;s beyond old for a fighter and seemingly hasn #39;t been able to [[punch]] his [[way]] out of a paper [[bag]] in [[years]].","Holyfield #39;s effort to unify heavyweight title [[runniRng]] out of time  Evander Holyfield just doesn #39;t get it. He #39;s beyond old for a fighter and seemingly hasn #39;t been able to [[unch]] his [[Qway]] out of a paper [[abg]] in [[yuars]].",0.019029438495635986,0.15543293952941895,1,1,1,45,"Failed"
"mmO2: i-mode launch [[looks]] [[certain]]  mmO2 and NTT DoCoMo are reportedly planning to launch a UK i-mode mobile service. November 26, 2004 4:35 PM GMT (Datamonitor) - The much-touted tie-up between NTT DoCoMo and mmO2 to bring [[i-mode]] mobile content to the UK looks to be a [[done]] [[deal]].","mmO2: i-mode launch [[loQks]] [[ceUrtain]]  mmO2 and NTT DoCoMo are reportedly planning to launch a UK i-mode mobile service. November 26, 2004 4:35 PM GMT (Datamonitor) - The much-touted tie-up between NTT DoCoMo and mmO2 to bring -[[imode]] mobile content to the UK looks to be a [[dHone]] [[dieal]].",0.018917202949523926,0.34499168395996094,3,3,3,61,"Failed"
"Panel: U.S. Must Diversify Oil Supplies   WASHINGTON (Reuters) - The United States must  diversify  its global oil supplies, expand a world network of strategic  petroleum reserves and raise fuel efficiency standards to  ensure its energy security, a panel of experts will recommend  on Wednesday.","Panel: U.S. Must Diversify Oil Supplies   WASHINGTON (Reuters) - The United States must  diversify  its global oil supplies, expand a world network of strategic  petroleum reserves and raise fuel efficiency standards to  ensure its energy security, a panel of experts will recommend  on Wednesday.",0.940798819065094,0.940798819065094,3,3,2,1,"Skipped"
"Fresh violence mars [[Afghan]] [[vote]] count  A deadly [[explosion]] has [[hit]] a car carrying an election worker in southeastern Afghanistan. In all, five people were killed, including the worker identified as a local physician who helped organize the vote.","Fresh violence mars [[AfgPhan]] [[voZte]] count  A deadly [[explWosion]] has [[hi]] a car carrying an election worker in southeastern Afghanistan. In all, five people were killed, including the worker identified as a local physician who helped organize the vote.",0.01691538095474243,0.09303069114685059,0,0,0,45,"Failed"
"England held up in Zimbabwe  Zimbabwe held up [[England]] #[[39]];s charge as they battled to avert a series whitewash in the fourth one-day international in Bulawayo [[today]].","England held up in Zimbabwe  Zimbabwe held up [[nEgland]] #[[3z]];s charge as they battled to avert a series whitewash in the fourth one-day international in Bulawayo [[tBday]].",0.0050550103187561035,0.12554359436035156,1,1,1,30,"Failed"
"Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6  This is the second Rocky video game in two years -- even though it's been 14 years since the last ""Rocky"" flick.","Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6  This is the second Rocky video game in two years -- even though it's been 14 years since the last ""Rocky"" flick.",0.8923099040985107,0.8923099040985107,1,1,3,1,"Skipped"
"[[Microsoft]] Issues IE Patch  (Article Central) [[Microsoft]] released its October batch of security advisories this week, with a number of  quot;critical quot; patches, including a significant fix for the [[Internet]] [[Explorer]] browser.","[[icrosoft]] Issues IE Patch  (Article Central) [[MicrosofQt]] released its October batch of security advisories this week, with a number of  quot;critical quot; patches, including a significant fix for the [[Intrnet]] [[Epxlorer]] browser.",0.00960475206375122,0.08561372756958008,3,3,3,45,"Failed"
"Trade Gap [[Swells]] [[More]] [[Than]] Expected  The US trade deficit widened nearly 9 percent in October to a record \$55.5 billion as sky-high oil prices helped propel imports into uncharted territory, the [[government]] said on Tuesday.","Trade Gap [[SwelEls]] [[Meore]] [[Tan]] Expected  The US trade deficit widened nearly 9 percent in October to a record \$55.5 billion as sky-high oil prices helped propel imports into uncharted territory, the [[govenrment]] said on Tuesday.",0.01939225196838379,0.22710645198822021,2,2,2,47,"Failed"
"[[ASEAN]] to push Australia, New Zealand to sign non-aggression [[pact]] (AFP)  AFP - Southeast Asian foreign ministers said they [[would]] encourage Australia and New Zealand to accede to a non-aggression pact with their 10-nation ASEAN group that South [[Korea]] signed.","[[ASErAN]] to push Australia, New Zealand to sign non-aggression [[apct]] (AFP)  AFP - Southeast Asian foreign ministers said they [[wouFd]] encourage Australia and New Zealand to accede to a non-aggression pact with their 10-nation ASEAN group that South [[Korta]] signed.",0.1180608868598938,0.4492526650428772,0,0,0,46,"Failed"
"[[NASA]] [[Cancels]] Hypersonic Flight  NASA [[scrubbed]] its mission Monday to launch a pilotless plane that is capable of flying at 10 times the speed of sound. The launch of the [[X-43A]] was canceled due to technical problems.","[[ONASA]] [[Cancel]] Hypersonic Flight  NASA [[scrubbeBd]] its mission Monday to launch a pilotless plane that is capable of flying at 10 times the speed of sound. The launch of the [[X-4A]] was canceled due to technical problems.",0.1794438362121582,0.5644577741622925,3,1,3,41,"Successful"
"Game Daze:  #39;Grand Theft Auto: San Andreas, #39;  #39;Midway Arcade &lt;b&gt;...&lt;/b&gt;  It #39;s violent. It #39;s profane and politically incorrect. It #39;s packed wall to wall with tough thugs doing terrible things.","Game Daze:  #39;Grand Theft Auto: San Andreas, #39;  #39;Midway Arcade &lt;b&gt;...&lt;/b&gt;  It #39;s violent. It #39;s profane and politically incorrect. It #39;s packed wall to wall with tough thugs doing terrible things.",0.9987145066261292,0.9987145066261292,1,1,3,1,"Skipped"
"Ironman winner confirms she used drug  Nina Kraft, winner of last month #39;s Ironman Triathlon World Championship in Hawai #39;i, acknowledged yesterday that she had [[used]] the [[banned]] endurance-boosting [[drug]] [[EPO]].","Ironman winner confirms she used drug  Nina Kraft, winner of last month #39;s Ironman Triathlon World Championship in Hawai #39;i, acknowledged yesterday that she had [[usDd]] the [[bLanned]] endurance-boosting [[druhg]] [[PO]].",0.004317641258239746,0.12074077129364014,1,1,1,41,"Failed"
"Tigers #39; challenge: Win out or lose out  Satchel Paige [[said]] don #39;t look back because something [[might]] be [[gaining]] on you. Satch was a baseball pitcher, not a [[football]] coach.","Tigers #39; challenge: Win out or lose out  Satchel Paige [[siad]] don #39;t look back because something [[imght]] be [[gaininC]] on you. Satch was a baseball pitcher, not a [[footbll]] coach.",0.04201066493988037,0.17013853788375854,1,1,1,36,"Failed"
"AUBURN 21, ALABAMA 13 Auburn #39;s Strong Second Half Keeps It in &lt;b&gt;...&lt;/b&gt;  For one half Saturday, the controversy over the Bowl Championship Series looked like it might disappear in the [[dampness]] of Bryant-Denny [[Stadium]] as undefeated [[Auburn]] found itself in a [[fight]] with [[archrival]] [[Alabama]].","AUBURN 21, ALABAMA 13 Auburn #39;s Strong Second Half Keeps It in &lt;b&gt;...&lt;/b&gt;  For one half Saturday, the controversy over the Bowl Championship Series looked like it might disappear in the [[dzampness]] of Bryant-Denny [[Stdium]] as undefeated [[Ausurn]] found itself in a [[fiht]] with [[arfchrival]] [[AWlabama]].",0.012514293193817139,0.07176905870437622,1,1,1,63,"Failed"
"UPDATE 1-Ronaldinho strikes to give [[Barca]] win over Milan  A brilliant late strike from Ronaldinho [[gave]] dominant [[Barcelona]] a 2-1 win over AC Milan in an epic Champions League contest at the Nou Camp on [[Tuesday]].","UPDATE 1-Ronaldinho strikes to give [[Bacra]] win over Milan  A brilliant late strike from Ronaldinho [[aave]] dominant [[BarNelona]] a 2-1 win over AC Milan in an epic Champions League contest at the Nou Camp on [[uTesday]].",0.00033283233642578125,0.0024933218955993652,1,1,1,43,"Failed"
"[[Top]] [[Cyber]] News 12/9  It #39;s a clash between the film industry and a consumer electronics company over a home theater jukebox. The legal battle is over something called the Kaleidescape System.","[[Tlp]] [[Cyer]] News 12/9  It #39;s a clash between the film industry and a consumer electronics company over a home theater jukebox. The legal battle is over something called the Kaleidescape System.",0.30626583099365234,0.58204185962677,3,2,3,32,"Successful"
"Kidnappers may [[extend]] deadline  Militants holding three UN workers hostage in Afghanistan have [[offered]] to consider [[extending]] a three-day deadline for their beheading.","Kidnappers may [[dextend]] deadline  Militants holding three UN workers hostage in Afghanistan have [[lffered]] to consider [[xtending]] a three-day deadline for their beheading.",0.03325706720352173,0.5244882702827454,0,0,0,30,"Failed"
"A Sneak Peek at Trillian 3.0 Instant Messaging  The popular [[IM]] consolidation service [[adds]] audio and video chat.","A Sneak Peek at Trillian 3.0 Instant Messaging  The popular [[Ib]] consolidation service [[adsd]] audio and video chat.",0.0039504170417785645,0.036656081676483154,3,3,3,26,"Failed"
"[[Court]] bars MCI from making payments  A federal court Wednesday barred No. 2 US long-distance carrier MCI Inc. from making further [[payments]] to cover more than \$25 million in [[unauthorized]] expenses related to [[bankruptcy]] of predecessor WorldCom.","[[CJourt]] bars MCI from making payments  A federal court Wednesday barred No. 2 US long-distance carrier MCI Inc. from making further [[pcyments]] to cover more than \$25 million in [[uauthorized]] expenses related to [[bankruptScy]] of predecessor WorldCom.",0.014994323253631592,0.24037671089172363,2,2,2,49,"Failed"
"Internet pioneer closes Manitoba pharmacy; blames dollar, uncertain climate (Canadian Press)  Canadian Press - WINNIPEG (CP) - Just one year ago, Mark Rzepka was opening a  #36;1-million Internet pharmacy in the small Manitoba town of Niverville believing he would be able to quadruple his staff within 12 months.","Internet pioneer closes Manitoba pharmacy; blames dollar, uncertain climate (Canadian Press)  Canadian Press - WINNIPEG (CP) - Just one year ago, Mark Rzepka was opening a  #36;1-million Internet pharmacy in the small Manitoba town of Niverville believing he would be able to quadruple his staff within 12 months.",0.939224123954773,0.939224123954773,3,3,0,1,"Skipped"
"Poll: I was right to [[let]] Henry score  Referee Graham Poll has [[insisted]] that he acted within the laws of the game when he allowed Thierry [[Henry]] to take a quick [[free-kick]] yesterday.","Poll: I was right to [[et]] Henry score  Referee Graham Poll has [[inRsisted]] that he acted within the laws of the game when he allowed Thierry [[eHnry]] to take a quick [[freek-ick]] yesterday.",0.010795116424560547,0.07066768407821655,1,1,1,58,"Failed"
"Costecu [[Makes]] It Two  Denisa [[Costescu]] [[follows]] up her victory in Indianapolis on Saturday with another win at the Veteran's Day 10K Sunday in Washington.","Costecu [[pakes]] It Two  Denisa [[CosteBscu]] [[followIs]] up her victory in Indianapolis on Saturday with another win at the Veteran's Day 10K Sunday in Washington.",0.001873314380645752,0.02920687198638916,1,1,1,30,"Failed"
"[[NCAA]] Notifies Baylor  Baylor received its notice of allegations Thursday from the NCAA about infractions in its [[men's]] basketball program discovered after the death of player Patrick [[Dennehy]].","[[CNAA]] Notifies Baylor  Baylor received its notice of allegations Thursday from the NCAA about infractions in its [[menL's]] basketball program discovered after the death of player Patrick [[Dyennehy]].",0.01990187168121338,0.23536717891693115,1,1,1,31,"Failed"
"Sluman, Byrd split lead; many bubbles burst  Jeff Sluman and Jonathan Byrd were tied for the lead at the Chrysler Championship, both knowing the tournament [[really]] doesn #[[39]];t [[start]] until the [[weekend]].","Sluman, Byrd split lead; many bubbles burst  Jeff Sluman and Jonathan Byrd were tied for the lead at the Chrysler Championship, both knowing the tournament [[raelly]] doesn #[[3H9]];t [[staprt]] until the [[wekekend]].",0.003064751625061035,0.0586850643157959,1,1,1,42,"Failed"
"UK minister visits Arafat grave  [[UK]] Foreign Secretary Jack Straw lays a [[wreath]] at the grave of [[former]] Palestinian Leader Yasser Arafat.","UK minister visits Arafat grave  [[lUK]] Foreign Secretary Jack Straw lays a [[wreaFth]] at the grave of [[formre]] Palestinian Leader Yasser Arafat.",0.029222607612609863,0.14344632625579834,0,0,0,31,"Failed"
"Nortel financial filings could be [[delayed]] into 2005  Less than a week after it launched a media blitz to boost its [[image]], Nortel Networks Ltd. postponed [[yet]] again the release of its [[financial]] [[statements]], underlining the company #39;s challenges to steer out of the ","Nortel financial filings could be [[dealyed]] into 2005  Less than a week after it launched a media blitz to boost its [[imZage]], Nortel Networks Ltd. postponed [[yeC]] again the release of its [[financiaXl]] [[statemoents]], underlining the company #39;s challenges to steer out of the ",0.2581871747970581,0.5113425254821777,2,2,2,58,"Failed"
"[[Tensions]] surge in Haiti  PORT-AU-PRINCE, Haiti - Heavy gunfire [[erupted]] yesterday when police [[streamed]] into a slum stronghold of ousted President Jean-Bertrand Aristide.","[[eTnsions]] surge in Haiti  PORT-AU-PRINCE, Haiti - Heavy gunfire [[eruptde]] yesterday when police [[streHamed]] into a slum stronghold of ousted President Jean-Bertrand Aristide.",0.08505076169967651,0.5452982187271118,0,1,0,34,"Successful"
"[[HONDA]] [[LINKED]] WITH [[BAR]] [[TAKEOVER]]  BAR #39;s engine partner Honda is believed to be interested in purchasing the Brackley team and a deal could be done within the next 12 months.","[[HWNDA]] [[LVNKED]] WITH [[MAR]] [[TAUKEOVER]]  BAR #39;s engine partner Honda is believed to be interested in purchasing the Brackley team and a deal could be done within the next 12 months.",0.17204487323760986,0.4757218360900879,1,1,1,39,"Failed"
"FDA Warns Cyberonics on Manufacturing   CHICAGO (Reuters) - U.S. regulators warned Cyberonics Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CYBX.O target=/stocks/quickinfo/fullquote""&gt;CYBX.O&lt;/A&gt; of manufacturing deficiencies at the Houston plant  that makes its sole product, an implantable device to treat  epilepsy, the company said on Monday.","FDA Warns Cyberonics on Manufacturing   CHICAGO (Reuters) - U.S. regulators warned Cyberonics Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CYBX.O target=/stocks/quickinfo/fullquote""&gt;CYBX.O&lt;/A&gt; of manufacturing deficiencies at the Houston plant  that makes its sole product, an implantable device to treat  epilepsy, the company said on Monday.",0.8109252452850342,0.8109252452850342,3,3,2,1,"Skipped"
"Danish group #39;s [[gift]] criticized  A Danish group has [[caused]] controversy in [[Colombia]] by publicly donating money to the country #39;s largest Marxist guerrilla organization.","Danish group #39;s [[geft]] criticized  A Danish group has [[cafused]] controversy in [[Coombia]] by publicly donating money to the country #39;s largest Marxist guerrilla organization.",0.22385627031326294,0.7805806398391724,0,1,0,33,"Successful"
"Wilson well placed in Mexico [[City]]  [[Britain]] #[[39]];s Justin Wilson was fourth in first qualifying for the final Champ Car race of the season in Mexico City. [[Wilson]] is looking to end his season on a high [[note]] after missing out on the rookie #39;s [[title]] to AJ Allmendinger.","Wilson well placed in Mexico [[Cqity]]  [[ritain]] #[[3a]];s Justin Wilson was fourth in first qualifying for the final Champ Car race of the season in Mexico City. [[Wislon]] is looking to end his season on a high [[nte]] after missing out on the rookie #39;s [[itle]] to AJ Allmendinger.",0.014919817447662354,0.3212251663208008,1,1,1,56,"Failed"
"Dollar Dives to Record Low Vs. Euro   LONDON (Reuters) - The dollar crashed through key barriers  to a record low on the euro and a 7-month low on the yen on  Wednesday, as concern mounted a forthcoming G20 finance  ministers' meeting would do little to halt its slide.","Dollar Dives to Record Low Vs. Euro   LONDON (Reuters) - The dollar crashed through key barriers  to a record low on the euro and a 7-month low on the yen on  Wednesday, as concern mounted a forthcoming G20 finance  ministers' meeting would do little to halt its slide.",0.8696275353431702,0.8696275353431702,3,3,2,1,"Skipped"
"Yen Rises Vs Dollar Despite Japan Data   TOKYO (Reuters) - The yen advanced against the dollar on  Friday, shrugging off weak third-quarter growth figures for  Japan as market worries persisted about the huge U.S. deficits.","Yen Rises Vs Dollar Despite Japan Data   TOKYO (Reuters) - The yen advanced against the dollar on  Friday, shrugging off weak third-quarter growth figures for  Japan as market worries persisted about the huge U.S. deficits.",0.9143606424331665,0.9143606424331665,3,3,2,1,"Skipped"
"China Closes 1,600 Internet Cafes in Crackdown  China shut 1,600 Internet cafes between February and August and imposed \$12.1 million worth of fines for allowing children to play violent or adult-only games and other violations, state media said.","China Closes 1,600 Internet Cafes in Crackdown  China shut 1,600 Internet cafes between February and August and imposed \$12.1 million worth of fines for allowing children to play violent or adult-only games and other violations, state media said.",0.7809428572654724,0.7809428572654724,1,1,3,1,"Skipped"
"[[Wizards']] Kwame Brown [[Suspended]] One Game (AP)  [[AP]] - The Washington Wizards suspended Kwame Brown for one game Thursday for his actions during the previous night's game against Denver.","[[Wzards']] Kwame Brown [[uSspended]] One Game (AP)  [[RP]] - The Washington Wizards suspended Kwame Brown for one game Thursday for his actions during the previous night's game against Denver.",0.0010585188865661621,0.0070607662200927734,1,1,1,35,"Failed"
"Iran Suspends [[Key]] [[Nuclear]] Work to Avoid Sanctions  Iran on Monday froze sensitive nuclear work including uranium enrichment in a move likely to [[thwart]] [[US]] efforts to report the Islamic state to the UN Security Council for possible sanctions.","Iran Suspends [[eKy]] [[Nucletar]] Work to Avoid Sanctions  Iran on Monday froze sensitive nuclear work including uranium enrichment in a move likely to [[thwQart]] [[UK]] efforts to report the Islamic state to the UN Security Council for possible sanctions.",0.009915709495544434,0.1904827356338501,0,0,0,46,"Failed"
"A suicide bombing killed 3 people in a crowded Tel Aviv market &lt;b&gt;...&lt;/b&gt;  A suicide [[bombing]] [[killed]] at [[least]] five [[people]] and seriously [[injured]] more than 30 others in a crowded Tel Aviv open-air market. Injured shoppers were [[treated]] on the ground, as vegetables were strewn on the pavement.","A suicide bombing killed 3 people in a crowded Tel Aviv market &lt;b&gt;...&lt;/b&gt;  A suicide [[obmbing]] [[kille]] at [[leBast]] five [[peoyple]] and seriously [[Xnjured]] more than 30 others in a crowded Tel Aviv open-air market. Injured shoppers were [[tareated]] on the ground, as vegetables were strewn on the pavement.",0.10529035329818726,0.37154853343963623,0,0,0,64,"Failed"
"Oil Downturn Deepens as Supplies Swell   LONDON (Reuters) - Oil on Tuesday extended a price slide  that has cut 12 percent from record highs in two weeks as  growing signs of ample supply eases concerns over fuel stocks  for the northern winter.","Oil Downturn Deepens as Supplies Swell   LONDON (Reuters) - Oil on Tuesday extended a price slide  that has cut 12 percent from record highs in two weeks as  growing signs of ample supply eases concerns over fuel stocks  for the northern winter.",0.9666617512702942,0.9666617512702942,3,3,2,1,"Skipped"
"GM, DaimlerChrysler plan hybrid cars  SOUTHFIELD, MICHIGAN: General Motors Corp and DaimlerChrysler AG will jointly develop a petroleum-electric power system to catch up with Toyota Motor Corp and Honda Motor Co in so-called hybrid vehicles that save fuel and cut tailpipe emissions.","GM, DaimlerChrysler plan hybrid cars  SOUTHFIELD, MICHIGAN: General Motors Corp and DaimlerChrysler AG will jointly develop a petroleum-electric power system to catch up with Toyota Motor Corp and Honda Motor Co in so-called hybrid vehicles that save fuel and cut tailpipe emissions.",0.9997314810752869,0.9997314810752869,3,3,2,1,"Skipped"
"[[Iran]] Says EU Nuke Negotiations in Final Stages   [[TEHRAN]] (Reuters) - Iran's negotiations with the European  Union over a deal which would spare Tehran from possible U.N.  sanctions over its nuclear program are in their [[final]] [[stages]],  Iran said Saturday.","[[Ijran]] Says EU Nuke Negotiations in Final Stages   [[TEHjAN]] (Reuters) - Iran's negotiations with the European  Union over a deal which would spare Tehran from possible U.N.  sanctions over its nuclear program are in their [[finTal]] [[stges]],  Iran said Saturday.",0.013903319835662842,0.3947749137878418,0,0,0,45,"Failed"
"New York Unveils Last, Best Bid to Gain the [[Olympics]] in 2012  Leaders of the NYC2012 committee highlighted New York's advantages in multiculturalism, money and media [[power]].","New York Unveils Last, Best Bid to Gain the [[Olympcis]] in 2012  Leaders of the NYC2012 committee highlighted New York's advantages in multiculturalism, money and media [[powZer]].",0.22270232439041138,0.5645461082458496,1,2,1,29,"Successful"
"Voters Checking Out Other Sides' Sites  Are right-leaning voters spending all their online time on Rushlimbaugh.com? Are left-leaning voters locked into the like-minded Talkingpointsmemo.com?","Voters Checking Out Other Sides' Sites  Are right-leaning voters spending all their online time on Rushlimbaugh.com? Are left-leaning voters locked into the like-minded Talkingpointsmemo.com?",0.9186257719993591,0.9186257719993591,0,0,3,1,"Skipped"
