original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,label_shap
"[[ATI]] launches chipset for [[AMD]] [[desktops]]  [[ATI]] Technologies on Monday delivered the Radeon Xpress 200, a new chipset for desktops using Advanced Micro Devices #39; Athlon 64 and other eighth-generation processors.","[[ATTI]] launches chipset for [[uAMD]] [[edsktops]]  [[TAI]] Technologies on Monday delivered the Radeon Xpress 200, a new chipset for desktops using Advanced Micro Devices #39; Athlon 64 and other eighth-generation processors.",0.0029686689376831055,0.05377298593521118,3,3,3,40,Failed,
"Automakers sue California over emissions  FRESNO, Calif. -- Automobile manufacturers sued on Tuesday to block the world #39;s toughest vehicle emissions standards, adopted by California regulators in September to cut greenhouse gases.","Automakers sue California over emissions  FRESNO, Calif. -- Automobile manufacturers sued on Tuesday to block the world #39;s toughest vehicle emissions standards, adopted by California regulators in September to cut greenhouse gases.",0.9316169619560242,0.9316169619560242,3,3,2,1,Skipped,
"[[Microsoft]] reworks antispam spec to silence critics  com [[October]] 25, 2004, 6:49 PM PT. This priority retains its ranking at number five as more and more [[companies]] [[deploy]] [[Web]] Services to share business logic, data and processes with each other and with clients.","[[Microioft]] reworks antispam spec to silence critics  com [[Octobter]] 25, 2004, 6:49 PM PT. This priority retains its ranking at number five as more and more [[compaanies]] [[deploEy]] [[beb]] Services to share business logic, data and processes with each other and with clients.",0.06658124923706055,0.3934370279312134,3,3,3,51,Failed,
NASA  #39;scramjet #39; [[makes]] [[historic]] [[flight]] off California  LOS ANGELES NASA #39;s unmanned  quot;scramjet quot; proved it #39;s small but it #39;s fast -- in a record-breaking [[demonstration]] above the Pacific Ocean.,NASA  #39;scramjet #39; [[makves]] [[historiSc]] [[flighF]] off California  LOS ANGELES NASA #39;s unmanned  quot;scramjet quot; proved it #39;s small but it #39;s fast -- in a record-breaking [[demonstartion]] above the Pacific Ocean.,0.31661826372146606,0.5038392543792725,3,3,3,42,Failed,
"Board with Mukesh: Reliance  Mumbai, Nov. 26: Mukesh Ambani apparently commands the [[full]] support of the [[board]] on all recent decisions, including the controversial one that elevated him to the final authority in the group.","Board with Mukesh: Reliance  Mumbai, Nov. 26: Mukesh Ambani apparently commands the [[fjll]] support of the [[boxrd]] on all recent decisions, including the controversial one that elevated him to the final authority in the group.",0.15367788076400757,0.6896518468856812,2,1,2,31,Successful,2
"Liberty Alliance names [[first]] [[director]], new members  The Liberty Alliance Project signalled that it [[expects]] to have longevity when it comes to developing and promoting federated identity standards by naming its [[first]] executive director on Monday.","Liberty Alliance names [[fisrt]] [[dicrector]], new members  The Liberty Alliance Project signalled that it [[eDxpects]] to have longevity when it comes to developing and promoting federated identity standards by naming its [[ifrst]] executive director on Monday.",0.10632061958312988,0.2780416011810303,3,3,3,42,Failed,
"Fellowship of the [[Customized]]  Ring Tone  [[In]] a short time, in a public way -- while on Metro, or in line at Starbucks, or inside a movie theater -- [[ring]] tones signal who you are. Or who you want people to think you are.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-[[The]] [[Washington]] [[Post]]&lt;/B&gt;&lt;/FONT&gt;","Fellowship of the [[Customied]]  Ring Tone  [[IF]] a short time, in a public way -- while on Metro, or in line at Starbucks, or inside a movie theater -- [[rin]] tones signal who you are. Or who you want people to think you are.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-[[Te]] [[Washingto]] [[Pout]]&lt;/B&gt;&lt;/FONT&gt;",0.214141845703125,0.6296553611755371,3,1,3,89,Successful,3
"[[FireFox]] [[Roars]] from the Gates  Tuesday, November 9, 2004 will likely go down in the history books as the day the browser wars officially started. Obviously things happened before today to get us to the point where there was a real, legitimate ","[[FireFoc]] [[RoJars]] from the Gates  Tuesday, November 9, 2004 will likely go down in the history books as the day the browser wars officially started. Obviously things happened before today to get us to the point where there was a real, legitimate ",0.15488213300704956,0.5237239599227905,3,1,3,34,Successful,3
"Colombia reveals [[plot]] to [[assassinate]] Bush  Colombian rebels plotted to [[assassinate]] George Bush during his brief stopover in the port of Cartagena last week, [[according]] to the country #39;s defence minister.","Colombia reveals [[plDot]] to [[assassinaZe]] Bush  Colombian rebels plotted to [[assassinatQe]] George Bush during his brief stopover in the port of Cartagena last week, [[accordign]] to the country #39;s defence minister.",0.13847601413726807,0.4697430729866028,0,0,0,42,Failed,
[[Congress]] [[Asks]] SEC for Mutual Fund Study (Reuters)  [[Reuters]] - The U.S. Congress asked the\[[Securities]] and Exchange Commission on Saturday to send\lawmakers a report justifying a new rule forcing mutual fund\boards to have independent chairmen.,[[kongress]] [[AsWks]] SEC for Mutual Fund Study (Reuters)  [[Reuers]] - The U.S. Congress asked the\[[Securites]] and Exchange Commission on Saturday to send\lawmakers a report justifying a new rule forcing mutual fund\boards to have independent chairmen.,0.06121593713760376,0.4944833517074585,2,2,2,45,Failed,
"[[Company]] [[launches]] Windows-only [[JFK]] [[Assassination]] [[game]] via online &[[lt]];b&gt;...&lt;/b&gt;   quot;A spokesman for the president #39;s brother, Sen. Edward M. Kennedy, D-Mass., called the game  #39;despicable. #39; The Glasgow-based firm Traffic said  quot;JFK Reloaded quot; was an educational  quot;docu-game quot; that would help disprove conspiracy theories about Kennedy #39;s death.","[[Compakny]] [[launcNes]] Windows-only [[JFhK]] [[Assassintion]] [[gtme]] via online &[[l]];b&gt;...&lt;/b&gt;   quot;A spokesman for the president #39;s brother, Sen. Edward M. Kennedy, D-Mass., called the game  #39;despicable. #39; The Glasgow-based firm Traffic said  quot;JFK Reloaded quot; was an educational  quot;docu-game quot; that would help disprove conspiracy theories about Kennedy #39;s death.",0.2324332594871521,0.696034848690033,3,0,3,75,Successful,2
"Update 8: Crude Oil Futures Sink to \$46 Per Barrel  December delivery crude on the New York Mercantile Exchange dropped 76 cents to \$46.11 per barrel. The benchmark light, sweet crude remained about \$8 a barrel cheaper than its closing record of \$55.17 recorded Oct. 22 and Oct. 26.","Update 8: Crude Oil Futures Sink to \$46 Per Barrel  December delivery crude on the New York Mercantile Exchange dropped 76 cents to \$46.11 per barrel. The benchmark light, sweet crude remained about \$8 a barrel cheaper than its closing record of \$55.17 recorded Oct. 22 and Oct. 26.",0.9237784147262573,0.9237784147262573,3,3,2,1,Skipped,
"[[Stocks]] Up After Sears Deal, HP Earnings   NEW YORK (Reuters) - U.S. stocks ended higher on Wednesday  after Kmart's plan to buy Sears in an \$11.5 billion deal was  announced and computer maker Hewlett-Packard Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HPQ.N target=/stocks/quickinfo/fullquote""&gt;HPQ.N&lt;/A&gt; posted  solid earnings.","[[Stokcs]] Up After Sears Deal, HP Earnings   NEW YORK (Reuters) - U.S. stocks ended higher on Wednesday  after Kmart's plan to buy Sears in an \$11.5 billion deal was  announced and computer maker Hewlett-Packard Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HPQ.N target=/stocks/quickinfo/fullquote""&gt;HPQ.N&lt;/A&gt; posted  solid earnings.",0.47368544340133667,0.8324201107025146,2,3,2,60,Successful,3
"[[Plane]] [[crash]] [[kills]] 10 close to racing  MARTINSVILLE, Va. -- A Hendrick Motorsports plane crashed yesterday on its way to a NASCAR race, killing all 10 people aboard, including the son, brother and two nieces of the owner of one of auto racing's most successful organizations.","[[lPane]] [[crsah]] [[kilsl]] 10 close to racing  MARTINSVILLE, Va. -- A Hendrick Motorsports plane crashed yesterday on its way to a NASCAR race, killing all 10 people aboard, including the son, brother and two nieces of the owner of one of auto racing's most successful organizations.",0.15414702892303467,0.5584418773651123,1,0,1,44,Successful,1
"[[Tesco]] [[To]] [[Sell]] Downloadable Tunes  [[Tesco]] aint daft, theyve done the insurance blag and now they getting stuck into the music downloading service. They will be the first supermarket to enter a market that is worth over 25million and is currently dominated by the Apple run [[iTunes]].","[[esco]] [[Jo]] [[Seull]] Downloadable Tunes  [[TeKsco]] aint daft, theyve done the insurance blag and now they getting stuck into the music downloading service. They will be the first supermarket to enter a market that is worth over 25million and is currently dominated by the Apple run [[Tiunes]].",0.09350597858428955,0.6452615857124329,3,2,3,50,Successful,2
Holyfield #39;s effort to unify heavyweight title [[running]] out of time  Evander Holyfield just doesn #39;t get it. He #39;s beyond old for a fighter and seemingly hasn #39;t been able to [[punch]] his [[way]] out of a paper [[bag]] in [[years]].,Holyfield #39;s effort to unify heavyweight title [[qunning]] out of time  Evander Holyfield just doesn #39;t get it. He #39;s beyond old for a fighter and seemingly hasn #39;t been able to [[puncJ]] his [[waX]] out of a paper [[nbag]] in [[yemrs]].,0.01896148920059204,0.25226515531539917,1,1,1,46,Failed,
"mmO2: i-mode launch [[looks]] [[certain]]  mmO2 and NTT DoCoMo are reportedly planning to launch a UK i-mode mobile service. November 26, 2004 4:35 PM GMT (Datamonitor) - The much-touted tie-up between NTT DoCoMo and mmO2 to bring [[i-mode]] mobile content to the UK [[looks]] to be a [[done]] deal.","mmO2: i-mode launch [[looVks]] [[crtain]]  mmO2 and NTT DoCoMo are reportedly planning to launch a UK i-mode mobile service. November 26, 2004 4:35 PM GMT (Datamonitor) - The much-touted tie-up between NTT DoCoMo and mmO2 to bring -[[imode]] mobile content to the UK [[Wlooks]] to be a [[doe]] deal.",0.018669188022613525,0.28100699186325073,3,3,3,57,Failed,
"Panel: U.S. Must Diversify Oil Supplies   WASHINGTON (Reuters) - The United States must  diversify  its global oil supplies, expand a world network of strategic  petroleum reserves and raise fuel efficiency standards to  ensure its energy security, a panel of experts will recommend  on Wednesday.","Panel: U.S. Must Diversify Oil Supplies   WASHINGTON (Reuters) - The United States must  diversify  its global oil supplies, expand a world network of strategic  petroleum reserves and raise fuel efficiency standards to  ensure its energy security, a panel of experts will recommend  on Wednesday.",0.9406164884567261,0.9406164884567261,3,3,2,1,Skipped,
"Fresh violence mars [[Afghan]] [[vote]] count  A deadly [[explosion]] has [[hit]] a car carrying an election worker in southeastern Afghanistan. In all, five people were killed, including the worker identified as a local physician who helped organize the vote.","Fresh violence mars [[sAfghan]] [[voLe]] count  A deadly [[explosiHon]] has [[it]] a car carrying an election worker in southeastern Afghanistan. In all, five people were killed, including the worker identified as a local physician who helped organize the vote.",0.0168190598487854,0.1671629548072815,0,0,0,44,Failed,
England held up in Zimbabwe  Zimbabwe held up [[England]] #[[39]];s charge as they battled to avert a series whitewash in the fourth one-day international in Bulawayo [[today]].,England held up in Zimbabwe  Zimbabwe held up [[nEgland]] #[[3]];s charge as they battled to avert a series whitewash in the fourth one-day international in Bulawayo [[todaw]].,0.004966616630554199,0.12367117404937744,1,1,1,30,Failed,
"Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6  This is the second Rocky video game in two years -- even though it's been 14 years since the last ""Rocky"" flick.","Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6  This is the second Rocky video game in two years -- even though it's been 14 years since the last ""Rocky"" flick.",0.8907174468040466,0.8907174468040466,1,1,3,1,Skipped,
"[[Microsoft]] Issues IE Patch  (Article Central) Microsoft released its October batch of security advisories this week, with a number of  quot;critical quot; patches, including a significant fix for the [[Internet]] [[Explorer]] [[browser]].","[[MicroQsoft]] Issues IE Patch  (Article Central) Microsoft released its October batch of security advisories this week, with a number of  quot;critical quot; patches, including a significant fix for the [[Internzt]] [[EPplorer]] [[rbowser]].",0.009661614894866943,0.05894303321838379,3,3,3,41,Failed,
"Trade Gap [[Swells]] [[More]] [[Than]] Expected  The US trade deficit widened nearly 9 percent in October to a record \$55.5 billion as sky-high oil prices helped propel imports into uncharted territory, the [[government]] said on Tuesday.","Trade Gap [[wells]] [[Moe]] [[Fhan]] Expected  The US trade deficit widened nearly 9 percent in October to a record \$55.5 billion as sky-high oil prices helped propel imports into uncharted territory, the [[governmenOt]] said on Tuesday.",0.01897674798965454,0.37898510694503784,2,2,2,47,Failed,
"[[ASEAN]] to push Australia, New Zealand to sign non-aggression [[pact]] (AFP)  AFP - Southeast Asian foreign ministers said they [[would]] encourage Australia and New Zealand to accede to a non-aggression pact with their [[10-nation]] ASEAN group that South Korea signed.","[[ASdAN]] to push Australia, New Zealand to sign non-aggression [[Epact]] (AFP)  AFP - Southeast Asian foreign ministers said they [[woulDd]] encourage Australia and New Zealand to accede to a non-aggression pact with their [[01-nation]] ASEAN group that South Korea signed.",0.11941808462142944,0.48625648021698,0,0,0,46,Failed,
[[NASA]] [[Cancels]] Hypersonic Flight  NASA [[scrubbed]] its mission Monday to launch a pilotless plane that is capable of flying at 10 times the speed of sound. The launch of the [[X-43A]] was canceled due to technical problems.,[[NAA]] [[Cances]] Hypersonic Flight  NASA [[srubbed]] its mission Monday to launch a pilotless plane that is capable of flying at 10 times the speed of sound. The launch of the [[X-O43A]] was canceled due to technical problems.,0.18012720346450806,0.5083182454109192,3,3,3,41,Failed,
"Game Daze:  #39;Grand Theft Auto: San Andreas, #39;  #39;Midway Arcade &lt;b&gt;...&lt;/b&gt;  It #39;s violent. It #39;s profane and politically incorrect. It #39;s packed wall to wall with tough thugs doing terrible things.","Game Daze:  #39;Grand Theft Auto: San Andreas, #39;  #39;Midway Arcade &lt;b&gt;...&lt;/b&gt;  It #39;s violent. It #39;s profane and politically incorrect. It #39;s packed wall to wall with tough thugs doing terrible things.",0.9986971616744995,0.9986971616744995,1,1,3,1,Skipped,
"Ironman winner confirms she used drug  Nina Kraft, winner of last month #39;s Ironman Triathlon World Championship in Hawai #39;i, acknowledged yesterday that she had [[used]] the [[banned]] endurance-boosting [[drug]] [[EPO]].","Ironman winner confirms she used drug  Nina Kraft, winner of last month #39;s Ironman Triathlon World Championship in Hawai #39;i, acknowledged yesterday that she had [[ued]] the [[bannDd]] endurance-boosting [[druLg]] [[bPO]].",0.004280269145965576,0.07831716537475586,1,1,1,41,Failed,
"[[Tigers]] #39; challenge: Win out or lose out  Satchel Paige said don #39;t look back because something [[might]] be [[gaining]] on you. Satch was a baseball pitcher, not a [[football]] coach.","[[Tiger]] #39; challenge: Win out or lose out  Satchel Paige said don #39;t look back because something [[mighit]] be [[gaininTg]] on you. Satch was a baseball pitcher, not a [[footbll]] coach.",0.041749536991119385,0.08190339803695679,1,1,1,48,Failed,
"AUBURN 21, [[ALABAMA]] 13 Auburn #39;s Strong Second Half Keeps It in &lt;b&gt;...&lt;/b&gt;  For one half Saturday, the controversy over the Bowl Championship Series looked like it might disappear in the [[dampness]] of Bryant-Denny [[Stadium]] as undefeated [[Auburn]] found itself in a [[fight]] with [[archrival]] Alabama.","AUBURN 21, [[ALAxAMA]] 13 Auburn #39;s Strong Second Half Keeps It in &lt;b&gt;...&lt;/b&gt;  For one half Saturday, the controversy over the Bowl Championship Series looked like it might disappear in the [[dampnes]] of Bryant-Denny [[Staidum]] as undefeated [[uburn]] found itself in a [[fihgt]] with [[srchrival]] Alabama.",0.012512803077697754,0.09736263751983643,1,1,1,67,Failed,
UPDATE 1-Ronaldinho strikes to give [[Barca]] win over Milan  A brilliant late strike from Ronaldinho [[gave]] dominant [[Barcelona]] a 2-1 win over AC Milan in an epic Champions League contest at the Nou Camp on [[Tuesday]].,UPDATE 1-Ronaldinho strikes to give [[Brca]] win over Milan  A brilliant late strike from Ronaldinho [[Nave]] dominant [[Bawrcelona]] a 2-1 win over AC Milan in an epic Champions League contest at the Nou Camp on [[Tuesay]].,0.0003323554992675781,0.002022683620452881,1,1,1,42,Failed,
Top [[Cyber]] News 12/9  It #39;s a clash between the film industry and a consumer electronics company over a home theater jukebox. The legal battle is over something called the Kaleidescape System.,Top [[Cfyber]] News 12/9  It #39;s a clash between the film industry and a consumer electronics company over a home theater jukebox. The legal battle is over something called the Kaleidescape System.,0.30602484941482544,0.5777000188827515,3,2,3,28,Successful,3
Kidnappers may [[extend]] deadline  Militants holding three UN workers hostage in Afghanistan have [[offered]] to consider [[extending]] a three-day deadline for their beheading.,Kidnappers may [[extYnd]] deadline  Militants holding three UN workers hostage in Afghanistan have [[ofjfered]] to consider [[extendipng]] a three-day deadline for their beheading.,0.033136963844299316,0.6431860327720642,0,1,0,29,Successful,0
A Sneak Peek at Trillian 3.0 Instant Messaging  The popular [[IM]] consolidation service [[adds]] audio and video chat.,A Sneak Peek at Trillian 3.0 Instant Messaging  The popular [[CIM]] consolidation service [[dds]] audio and video chat.,0.003916382789611816,0.05105394124984741,3,3,3,26,Failed,
Court bars MCI from making payments  A federal court Wednesday barred No. 2 US long-distance carrier MCI Inc. from making further [[payments]] to cover more than \$25 million in [[unauthorized]] expenses [[related]] to [[bankruptcy]] of predecessor WorldCom.,Court bars MCI from making payments  A federal court Wednesday barred No. 2 US long-distance carrier MCI Inc. from making further [[pamyents]] to cover more than \$25 million in [[unauthorkized]] expenses [[relted]] to [[banikruptcy]] of predecessor WorldCom.,0.014915764331817627,0.10296964645385742,2,2,2,45,Failed,
"Internet pioneer closes Manitoba pharmacy; blames dollar, uncertain climate (Canadian Press)  Canadian Press - WINNIPEG (CP) - Just one year ago, Mark Rzepka was opening a  #36;1-million Internet pharmacy in the small Manitoba town of Niverville believing he would be able to quadruple his staff within 12 months.","Internet pioneer closes Manitoba pharmacy; blames dollar, uncertain climate (Canadian Press)  Canadian Press - WINNIPEG (CP) - Just one year ago, Mark Rzepka was opening a  #36;1-million Internet pharmacy in the small Manitoba town of Niverville believing he would be able to quadruple his staff within 12 months.",0.9392189383506775,0.9392189383506775,3,3,0,1,Skipped,
Poll: I was right to let Henry [[score]]  Referee Graham Poll has [[insisted]] that he acted within the laws of the game when he allowed Thierry [[Henry]] to take a quick free-kick [[yesterday]].,Poll: I was right to let Henry [[scor]]  Referee Graham Poll has [[inAsisted]] that he acted within the laws of the game when he allowed Thierry [[HeSry]] to take a quick free-kick [[yYesterday]].,0.010855495929718018,0.0803823471069336,1,1,1,41,Failed,
Costecu [[Makes]] [[It]] Two  Denisa [[Costescu]] follows up her victory in Indianapolis on Saturday with another win at the Veteran's Day 10K Sunday in Washington.,Costecu [[Maeks]] [[t]] Two  Denisa [[Costesdcu]] follows up her victory in Indianapolis on Saturday with another win at the Veteran's Day 10K Sunday in Washington.,0.0018957853317260742,0.0329473614692688,1,1,1,30,Failed,
[[NCAA]] Notifies Baylor  Baylor received its notice of allegations Thursday from the NCAA about infractions in its [[men's]] basketball program discovered after the death of player Patrick [[Dennehy]].,[[CNAA]] Notifies Baylor  Baylor received its notice of allegations Thursday from the NCAA about infractions in its [[mden's]] basketball program discovered after the death of player Patrick [[DenQehy]].,0.019933462142944336,0.25008201599121094,1,1,1,31,Failed,
"Sluman, Byrd split lead; many bubbles burst  Jeff Sluman and Jonathan Byrd were tied for the lead at the Chrysler Championship, both [[knowing]] the tournament really doesn #[[39]];t [[start]] until the [[weekend]].","Sluman, Byrd split lead; many bubbles burst  Jeff Sluman and Jonathan Byrd were tied for the lead at the Chrysler Championship, both [[knokwing]] the tournament really doesn #[[3P]];t [[satrt]] until the [[weekenG]].",0.003077089786529541,0.06602132320404053,1,1,1,38,Failed,
UK minister visits Arafat grave  [[UK]] Foreign Secretary Jack Straw lays a [[wreath]] at the grave of [[former]] Palestinian Leader Yasser Arafat.,UK minister visits Arafat grave  [[TK]] Foreign Secretary Jack Straw lays a [[wreatj]] at the grave of [[fofmer]] Palestinian Leader Yasser Arafat.,0.028754353523254395,0.1385936141014099,0,0,0,31,Failed,
"Nortel financial filings could be [[delayed]] into 2005  Less than a week after it launched a media blitz to boost its [[image]], Nortel Networks Ltd. postponed yet again the release of its financial [[statements]], underlining the company #39;s challenges to steer out of the ","Nortel financial filings could be [[delayeZd]] into 2005  Less than a week after it launched a media blitz to boost its [[ibage]], Nortel Networks Ltd. postponed yet again the release of its financial [[statementL]], underlining the company #39;s challenges to steer out of the ",0.26060932874679565,0.5526145696640015,2,3,2,39,Successful,2
"[[Tensions]] surge in Haiti  PORT-AU-PRINCE, Haiti - Heavy gunfire erupted [[yesterday]] when police [[streamed]] into a slum stronghold of ousted President Jean-Bertrand Aristide.","[[TensKions]] surge in Haiti  PORT-AU-PRINCE, Haiti - Heavy gunfire erupted [[Ayesterday]] when police [[steramed]] into a slum stronghold of ousted President Jean-Bertrand Aristide.",0.08561599254608154,0.4632222652435303,0,0,0,30,Failed,
[[HONDA]] [[LINKED]] WITH [[BAR]] [[TAKEOVER]]  BAR #39;s engine partner Honda is believed to be interested in purchasing the Brackley team and a deal could be done within the next 12 months.,[[HNODA]] [[LINKE]] WITH [[BAt]] [[TAEKOVER]]  BAR #39;s engine partner Honda is believed to be interested in purchasing the Brackley team and a deal could be done within the next 12 months.,0.1708255410194397,0.6630547046661377,1,3,1,39,Successful,2
"FDA Warns Cyberonics on Manufacturing   CHICAGO (Reuters) - U.S. regulators warned Cyberonics Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CYBX.O target=/stocks/quickinfo/fullquote""&gt;CYBX.O&lt;/A&gt; of manufacturing deficiencies at the Houston plant  that makes its sole product, an implantable device to treat  epilepsy, the company said on Monday.","FDA Warns Cyberonics on Manufacturing   CHICAGO (Reuters) - U.S. regulators warned Cyberonics Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CYBX.O target=/stocks/quickinfo/fullquote""&gt;CYBX.O&lt;/A&gt; of manufacturing deficiencies at the Houston plant  that makes its sole product, an implantable device to treat  epilepsy, the company said on Monday.",0.810992419719696,0.810992419719696,3,3,2,1,Skipped,
Danish group #39;s [[gift]] criticized  A Danish group has [[caused]] controversy in [[Colombia]] by publicly donating money to the country #39;s largest Marxist guerrilla organization.,Danish group #39;s [[giVt]] criticized  A Danish group has [[Rcaused]] controversy in [[Coolmbia]] by publicly donating money to the country #39;s largest Marxist guerrilla organization.,0.22389769554138184,0.7714894413948059,0,1,0,33,Successful,0
[[Wilson]] well placed in Mexico [[City]]  Britain #[[39]];s Justin Wilson was fourth in first qualifying for the final Champ Car race of the season in Mexico City. [[Wilson]] is looking to end his season on a high [[note]] after missing out on the rookie #39;s [[title]] to AJ Allmendinger.,[[Wlison]] well placed in Mexico [[Citu]]  Britain #[[3a]];s Justin Wilson was fourth in first qualifying for the final Champ Car race of the season in Mexico City. [[WiElson]] is looking to end his season on a high [[nyote]] after missing out on the rookie #39;s [[tQitle]] to AJ Allmendinger.,0.014845430850982666,0.34311163425445557,1,1,1,56,Failed,
"Dollar Dives to Record Low Vs. Euro   LONDON (Reuters) - The dollar crashed through key barriers  to a record low on the euro and a 7-month low on the yen on  Wednesday, as concern mounted a forthcoming G20 finance  ministers' meeting would do little to halt its slide.","Dollar Dives to Record Low Vs. Euro   LONDON (Reuters) - The dollar crashed through key barriers  to a record low on the euro and a 7-month low on the yen on  Wednesday, as concern mounted a forthcoming G20 finance  ministers' meeting would do little to halt its slide.",0.8690546751022339,0.8690546751022339,3,3,2,1,Skipped,
"Yen Rises Vs Dollar Despite Japan Data   TOKYO (Reuters) - The yen advanced against the dollar on  Friday, shrugging off weak third-quarter growth figures for  Japan as market worries persisted about the huge U.S. deficits.","Yen Rises Vs Dollar Despite Japan Data   TOKYO (Reuters) - The yen advanced against the dollar on  Friday, shrugging off weak third-quarter growth figures for  Japan as market worries persisted about the huge U.S. deficits.",0.9141823649406433,0.9141823649406433,3,3,2,1,Skipped,
"China Closes 1,600 Internet Cafes in Crackdown  China shut 1,600 Internet cafes between February and August and imposed \$12.1 million worth of fines for allowing children to play violent or adult-only games and other violations, state media said.","China Closes 1,600 Internet Cafes in Crackdown  China shut 1,600 Internet cafes between February and August and imposed \$12.1 million worth of fines for allowing children to play violent or adult-only games and other violations, state media said.",0.7819300889968872,0.7819300889968872,1,1,3,1,Skipped,
[[Wizards']] Kwame Brown [[Suspended]] One Game (AP)  [[AP]] - The Washington Wizards suspended Kwame Brown for one game Thursday for his actions during the previous night's game against Denver.,[[izards']] Kwame Brown [[Suspendde]] One Game (AP)  [[GP]] - The Washington Wizards suspended Kwame Brown for one game Thursday for his actions during the previous night's game against Denver.,0.0010775327682495117,0.010043859481811523,1,1,1,35,Failed,
Iran Suspends [[Key]] [[Nuclear]] Work to Avoid Sanctions  Iran on Monday froze sensitive nuclear work including uranium enrichment in a move likely to [[thwart]] [[US]] efforts to report the Islamic state to the UN Security Council for possible sanctions.,Iran Suspends [[Kye]] [[Nculear]] Work to Avoid Sanctions  Iran on Monday froze sensitive nuclear work including uranium enrichment in a move likely to [[thZart]] [[UMS]] efforts to report the Islamic state to the UN Security Council for possible sanctions.,0.010008811950683594,0.28362035751342773,0,0,0,46,Failed,
"A suicide bombing killed 3 people in a crowded Tel Aviv market &lt;b&gt;...&lt;/b&gt;  A suicide [[bombing]] [[killed]] at [[least]] five people and seriously [[injured]] more than 30 others in a crowded Tel Aviv open-air market. Injured shoppers were [[treated]] on the ground, as [[vegetables]] were strewn on the pavement.","A suicide bombing killed 3 people in a crowded Tel Aviv market &lt;b&gt;...&lt;/b&gt;  A suicide [[bombipg]] [[killde]] at [[leaQt]] five people and seriously [[Fnjured]] more than 30 others in a crowded Tel Aviv open-air market. Injured shoppers were [[treatebd]] on the ground, as [[veqetables]] were strewn on the pavement.",0.10535860061645508,0.46357548236846924,0,0,0,64,Failed,
Oil Downturn Deepens as Supplies Swell   LONDON (Reuters) - Oil on Tuesday extended a price slide  that has cut 12 percent from record highs in two weeks as  growing signs of ample supply eases concerns over fuel stocks  for the northern winter.,Oil Downturn Deepens as Supplies Swell   LONDON (Reuters) - Oil on Tuesday extended a price slide  that has cut 12 percent from record highs in two weeks as  growing signs of ample supply eases concerns over fuel stocks  for the northern winter.,0.9672468304634094,0.9672468304634094,3,3,2,1,Skipped,
"GM, DaimlerChrysler plan hybrid cars  SOUTHFIELD, MICHIGAN: General Motors Corp and DaimlerChrysler AG will jointly develop a petroleum-electric power system to catch up with Toyota Motor Corp and Honda Motor Co in so-called hybrid vehicles that save fuel and cut tailpipe emissions.","GM, DaimlerChrysler plan hybrid cars  SOUTHFIELD, MICHIGAN: General Motors Corp and DaimlerChrysler AG will jointly develop a petroleum-electric power system to catch up with Toyota Motor Corp and Honda Motor Co in so-called hybrid vehicles that save fuel and cut tailpipe emissions.",0.9997265338897705,0.9997265338897705,3,3,2,1,Skipped,
"[[Iran]] Says EU Nuke Negotiations in Final Stages   [[TEHRAN]] (Reuters) - Iran's negotiations with the European  Union over a deal which would spare Tehran from possible U.N.  sanctions over its nuclear program are in their [[final]] [[stages]],  Iran said Saturday.","[[Iarn]] Says EU Nuke Negotiations in Final Stages   [[THRAN]] (Reuters) - Iran's negotiations with the European  Union over a deal which would spare Tehran from possible U.N.  sanctions over its nuclear program are in their [[finabl]] [[stagse]],  Iran said Saturday.",0.013839662075042725,0.3601994514465332,0,0,0,45,Failed,
"New York Unveils Last, Best [[Bid]] to Gain the [[Olympics]] in 2012  Leaders of the NYC2012 committee highlighted New York's advantages in multiculturalism, money and media [[power]].","New York Unveils Last, Best [[id]] to Gain the [[OAlympics]] in 2012  Leaders of the NYC2012 committee highlighted New York's advantages in multiculturalism, money and media [[poweU]].",0.2220240831375122,0.7143709659576416,1,2,1,37,Successful,2
Voters Checking Out Other Sides' Sites  Are right-leaning voters spending all their online time on Rushlimbaugh.com? Are left-leaning voters locked into the like-minded Talkingpointsmemo.com?,Voters Checking Out Other Sides' Sites  Are right-leaning voters spending all their online time on Rushlimbaugh.com? Are left-leaning voters locked into the like-minded Talkingpointsmemo.com?,0.9191267490386963,0.9191267490386963,0,0,3,1,Skipped,
