original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,label_shap
"the cold and dreary weather is a perfect [[metaphor]] for the [[movie]] itself , which contains few laughs and not much [[drama]] .","the cold and dreary weather is a perfect [[metaphorical]] for the [[move]] itself , which contains few laughs and not much [[dramas]] .",0.0028449296951293945,0.7490872144699097,0,1,0,31,Successful,0
"despite the long running time , the pace [[never]] feels slack -- there 's no scene that screams `` bathroom break ! ''","despite the long running time , the pace [[jamais]] feels slack -- there 's no scene that screams `` bathroom break ! ''",0.051845431327819824,0.9984512329101562,1,0,1,26,Successful,0
"kwan makes the mix-and - match metaphors intriguing , while lulling us into torpor with his cultivated [[allergy]] to [[action]] .","kwan makes the mix-and - match metaphors intriguing , while lulling us into torpor with his cultivated [[allergies]] to [[activities]] .",0.07477009296417236,0.14804714918136597,0,0,0,35,Failed,
the smartest bonehead [[comedy]] of the summer .,the smartest bonehead [[humorous]] of the summer .,0.32423537969589233,0.8175745010375977,1,0,1,17,Successful,0
"while [[undercover]] brother is definitely one for the [[masses]] , it 's also full of sharp , smart satire .","while [[undercoveⲅ]] brother is definitely one for the [[ｍasses]] , it 's also full of sharp , smart satire .",0.013636887073516846,0.2568320631980896,1,1,1,40,Failed,
the ill-conceived modern-day ending falls [[flat]] where it should [[deliver]] a moral punch .,the ill-conceived modern-day ending falls [[apartment]] where it should [[providing]] a moral punch .,0.0015247464179992676,0.11124128103256226,0,0,0,34,Failed,
"george , hire a real director and good writers for the next installment , please .","george , hire a real director and good writers for the next installment , please .",0.859663724899292,0.859663724899292,1,1,0,1,Skipped,
"if this movie were a [[book]] , it would be a [[page-turner]] , you ca n't wait to see what happens next .","if this movie were a [[bok]] , it would be a [[page-tuⲅner]] , you ca n't wait to see what happens next .",0.011331737041473389,0.6001883745193481,1,0,1,33,Successful,1
a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,0.6261241436004639,0.6261241436004639,0,0,1,1,Skipped,
"the laser-projected paintings provide a spell-casting beauty , while russell and dreyfus are a romantic pairing of [[hearts]] , preciously exposed as history corners them .","the laser-projected paintings provide a spell-casting beauty , while russell and dreyfus are a romantic pairing of [[coeur]] , preciously exposed as history corners them .",0.30404168367385864,0.5813031196594238,1,0,1,28,Successful,0
a monster combat thriller as [[impersonal]] in its relentlessness as the videogame series that inspired it .,a monster combat thriller as [[imeprsonal]] in its relentlessness as the videogame series that inspired it .,0.005469262599945068,0.5467381477355957,0,1,0,26,Successful,0
"but in imax 3-d , the [[clichés]] disappear into the vertiginous perspectives opened up by the photography .","but in imax 3-d , the [[cliché]] disappear into the vertiginous perspectives opened up by the photography .",0.4960938096046448,0.7718434929847717,1,0,1,22,Successful,0
"there is a kind of attentive concern that hoffman brings to his [[characters]] , as if he has been giving them private lessons , and now it is time for their first public recital .","there is a kind of attentive concern that hoffman brings to his [[cհaracters]] , as if he has been giving them private lessons , and now it is time for their first public recital .",0.08509904146194458,0.7371581792831421,1,0,1,31,Successful,0
"it 's the [[kind]] of movie that ends up festooning u.s. art house screens for no [[reason]] other than the [[fact]] that it 's in french -lrb- well , [[mostly]] -rrb- with english subtitles and is magically ` [[significant]] ' because of that .","it 's the [[kinԁ]] of movie that ends up festooning u.s. art house screens for no [[motif]] other than the [[doing]] that it 's in french -lrb- well , [[principally]] -rrb- with english subtitles and is magically ` [[sizeable]] ' because of that .",0.1666753888130188,0.5058591365814209,0,1,0,88,Successful,1
steers turns in a snappy screenplay that curls at the edges ; it 's so clever you want to hate it .,steers turns in a snappy screenplay that curls at the edges ; it 's so clever you want to hate it .,0.8887587785720825,0.8887587785720825,0,0,1,1,Skipped,
"it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of [[goya]] .","it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of [[gyoa]] .",0.28140562772750854,0.5926665663719177,1,0,1,26,Successful,0
"we need -lrb- moore 's -rrb- noisy , cocky energy , his passion and class consciousness ; we need his shticks , we need his stones .","we need -lrb- moore 's -rrb- noisy , cocky energy , his passion and class consciousness ; we need his shticks , we need his stones .",0.8519527912139893,0.8519527912139893,0,0,1,1,Skipped,
for benigni it was n't shakespeare whom he wanted to define his career with but pinocchio .,for benigni it was n't shakespeare whom he wanted to define his career with but pinocchio .,0.9637799263000488,0.9637799263000488,0,0,1,1,Skipped,
"i kept [[thinking]] over and over again , ' i should be [[enjoying]] this . '","i kept [[thought]] over and over again , ' i should be [[savor]] this . '",0.009559392929077148,0.15610486268997192,0,0,0,19,Failed,
all the necessary exposition [[prevents]] the picture from [[rising]] above your generic sand 'n' sandal adventure .,all the necessary exposition [[pⲅevents]] the picture from [[rises]] above your generic sand 'n' sandal adventure .,0.0021156668663024902,0.17441028356552124,0,0,0,39,Failed,
"too silly to be frightening , too [[stolid]] to be [[funny]] , it projects the same [[lazy]] affability as its nominal star , david arquette .","too silly to be frightening , too [[stoliԁ]] to be [[droll]] , it projects the same [[kinda]] affability as its nominal star , david arquette .",0.001466512680053711,0.09534949064254761,0,0,0,43,Failed,
"... mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .","... mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",0.5,0.5,0,0,1,1,Skipped,
do we really [[need]] a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does [[n't]] [[work]] ?,do we really [[requisite]] a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does [[n'𝚝]] [[wor𝒌]] ?,0.0017409920692443848,0.008577525615692139,0,0,0,43,Failed,
"when it 's all wet , blue crush is highly [[enjoyable]] .","when it 's all wet , blue crush is highly [[еnjoyable]] .",0.03963881731033325,0.702530026435852,1,0,1,23,Successful,0
"matthew [[mcconaughey]] tries , and [[fails]] , to control the screen with swaggering machismo and over-the-top lunacy .","matthew [[mcconauɡhey]] tries , and [[𝚏ails]] , to control the screen with swaggering machismo and over-the-top lunacy .",0.0011159777641296387,0.026556551456451416,0,0,0,25,Failed,
"pretty darn good , despite its smarty-pants aura .","pretty darn good , despite its smarty-pants aura .",0.8933094143867493,0.8933094143867493,0,0,1,1,Skipped,
this is pretty [[dicey]] material .,this is pretty [[diceу]] material .,0.0019570589065551758,0.015424609184265137,0,0,0,11,Failed,
"i can only imagine one thing [[worse]] than kevin [[spacey]] [[trying]] on an irish accent , and that 's sultry linda fiorentino doing the same thing .","i can only imagine one thing [[pire]] than kevin [[pacino]] [[attempting]] on an irish accent , and that 's sultry linda fiorentino doing the same thing .",0.0100136399269104,0.17553812265396118,0,0,0,86,Failed,
there 's something [[fundamental]] missing from this story : something or someone to [[care]] about .,there 's something [[𝚏undamental]] missing from this story : something or someone to [[cre]] about .,0.006388366222381592,0.03410041332244873,0,0,0,46,Failed,
mckay deflates his piece of puffery with a sour cliche and heavy [[doses]] of [[mean-spiritedness]],mckay deflates his piece of puffery with a sour cliche and heavy [[enchilada]] of [[ｍean-spiritedness]],0.0005274415016174316,0.024798154830932617,0,0,0,42,Failed,
farrell ... thankfully [[manages]] to outshine the role and successfully plays the foil to willis 's world-weary colonel .,farrell ... thankfully [[administer]] to outshine the role and successfully plays the foil to willis 's world-weary colonel .,0.027585208415985107,0.6406358480453491,1,0,1,26,Successful,1
"as it abruptly crosscuts among the five [[friends]] , it [[fails]] to lend the characters ' individual stories enough dramatic resonance to make us [[care]] about them .","as it abruptly crosscuts among the five [[friеnds]] , it [[fais]] to lend the characters ' individual stories enough dramatic resonance to make us [[caring]] about them .",0.0006986856460571289,0.6224592924118042,0,1,0,54,Successful,0
a [[well-made]] and often lovely [[depiction]] of the mysteries of friendship .,a [[well-ｍade]] and often lovely [[depic𝚝ion]] of the mysteries of friendship .,0.004905343055725098,0.5448013544082642,1,0,1,30,Successful,0
one scarcely [[needs]] the subtitles to enjoy this colorful action farce .,one scarcely [[must]] the subtitles to enjoy this colorful action farce .,0.007011830806732178,0.6688802242279053,1,0,1,21,Successful,1
"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i [[liked]] its heart and its spirit .","there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i [[wished]] its heart and its spirit .",0.19930803775787354,0.554470419883728,1,0,1,31,Successful,0
it 's both a necessary political work and a fascinating [[documentary]] ...,it 's both a necessary political work and a fascinating [[documenting]] ...,0.08756381273269653,0.7549149990081787,1,0,1,11,Successful,1
... surprisingly [[inert]] for a movie in which the main character travels back and forth between epochs .,... surprisingly [[inret]] for a movie in which the main character travels back and forth between epochs .,0.007577240467071533,0.6370307803153992,0,1,0,22,Successful,0
"i like frank the pug , though .","i like frank the pug , though .",0.837619960308075,0.837619960308075,0,0,1,1,Skipped,
"it almost plays like [[solaris]] , but with guns and jokes .","it almost plays like [[unix]] , but with guns and jokes .",0.41869693994522095,0.47268348932266235,1,1,1,8,Failed,
"for all its highfalutin title and corkscrew [[narrative]] , the movie [[turns]] out to be not much more than a shaggy [[human]] tale .","for all its highfalutin title and corkscrew [[descriptive]] , the movie [[revolutions]] out to be not much more than a shaggy [[humanity]] tale .",0.004468441009521484,0.015424609184265137,0,0,0,62,Failed,
"nearly surreal , dabbling in french , this is no simple movie , and you 'll be taking a [[risk]] if you [[choose]] to [[see]] it .","nearly surreal , dabbling in french , this is no simple movie , and you 'll be taking a [[rik]] if you [[choosing]] to [[admire]] it .",0.31742626428604126,0.46101677417755127,0,0,0,33,Failed,
"does what a fine [[documentary]] does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to [[sink]] in unobtrusively .","does what a fine [[documents]] does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to [[sin𝒌]] in unobtrusively .",0.08035743236541748,0.7634837627410889,1,0,1,47,Successful,1
"[[rambles]] on in a [[disjointed]] , substandard fashion from one poorly executed action sequence to the next .","[[rabmles]] on in a [[unrelated]] , substandard fashion from one poorly executed action sequence to the next .",0.0008830428123474121,0.003765404224395752,0,0,0,42,Failed,
the [[best]] movie of its kind since ` brazil . ',the [[bset]] movie of its kind since ` brazil . ',0.02096426486968994,0.5389832258224487,1,0,1,18,Successful,0
proves that a [[movie]] about goodness is not the same thing as a good [[movie]] .,proves that a [[movies]] about goodness is not the same thing as a good [[movіe]] .,0.002359628677368164,0.005511939525604248,0,0,0,31,Failed,
"a [[gimmick]] in [[search]] of a movie : how to get carvey into as many silly costumes and deliver as many silly voices as [[possible]] , plot mechanics be damned .","a [[giｍmick]] in [[seaⲅch]] of a movie : how to get carvey into as many silly costumes and deliver as many silly voices as [[possiblе]] , plot mechanics be damned .",0.0105704665184021,0.28776782751083374,0,0,0,58,Failed,
made by jackasses for [[jackasses]] .,made by jackasses for [[jac𝒌asses]] .,0.0009548068046569824,0.0020667314529418945,0,0,0,17,Failed,
"when the painted backdrops in a movie are more alive than its [[characters]] , you know you 're in [[trouble]] .","when the painted backdrops in a movie are more alive than its [[traits]] , you know you 're in [[tⲅouble]] .",0.0064882636070251465,0.0282210111618042,0,0,0,40,Failed,
"so young , so smart , such [[talent]] , such a wise \*\*\* .","so young , so smart , such [[talen𝚝]] , such a wise \*\*\* .",0.2974699139595032,0.6370307803153992,1,0,1,16,Successful,0
"awkward but sincere and , ultimately , it [[wins]] you over .","awkward but sincere and , ultimately , it [[wns]] you over .",0.23370635509490967,0.6297746300697327,1,0,1,16,Successful,0
[[barely]] goes beyond comic book status .,[[just]] goes beyond comic book status .,0.0014104247093200684,0.7057850360870361,0,1,0,20,Successful,1
"a truly moving experience , and a perfect [[example]] of how art -- when done right -- can help heal , clarify , and [[comfort]] .","a truly moving experience , and a perfect [[еxample]] of how art -- when done right -- can help heal , clarify , and [[comfor𝚝]] .",0.03410041332244873,0.32766830921173096,1,1,1,42,Failed,
"it turns out to be a cut above the [[norm]] , [[thanks]] to some clever writing and sprightly acting .","it turns out to be a cut above the [[norｍ]] , [[tհanks]] to some clever writing and sprightly acting .",0.007232785224914551,0.3593640923500061,1,1,1,33,Failed,
and forget about any attempt at a [[plot]] !,and forget about any attempt at a [[plots]] !,0.002980947494506836,0.0100136399269104,0,0,0,6,Failed,
credibility levels are low and character development a [[non-starter]] .,credibility levels are low and character development a [[non-stɑrter]] .,0.0005274415016174316,0.0013044476509094238,0,0,0,20,Failed,
the film is an [[enjoyable]] family film -- pretty much aimed at any youngster who loves horses .,the film is an [[еnjoyable]] family film -- pretty much aimed at any youngster who loves horses .,0.05340331792831421,0.5851011872291565,1,0,1,27,Successful,0
"the character is too [[forced]] and overwritten to be funny or believable much of the [[time]] , and clayburgh does [[n't]] always improve the over-the-top mix .","the character is too [[fored]] and overwritten to be funny or believable much of the [[𝚝ime]] , and clayburgh does [[n'𝚝]] always improve the over-the-top mix .",0.002714991569519043,0.03676944971084595,0,0,0,41,Failed,
"unless you are in dire need of a diesel fix , there is no real [[reason]] to [[see]] it .","unless you are in dire need of a diesel fix , there is no real [[reaѕon]] to [[sеe]] it .",0.0028009414672851562,0.02178114652633667,0,0,0,31,Failed,
the [[movie]] 's biggest offense is its complete and utter lack of [[tension]] .,the [[movies]] 's biggest offense is its complete and utter lack of [[strain]] .,0.0010004639625549316,0.013428330421447754,0,0,0,27,Failed,
"it 's a humble effort , but [[spiced]] with wry [[humor]] and genuine pathos , especially between morgan and redgrave .","it 's a humble effort , but [[marinated]] with wry [[հumor]] and genuine pathos , especially between morgan and redgrave .",0.02976006269454956,0.2658804655075073,1,1,1,36,Failed,
"-lrb- two -rrb- fairly dull -- contrasting and interlocking stories about [[miserable]] [[scandinavian]] settlers in 18th-century canada , and [[yuppie]] sailboaters in the here and now .","-lrb- two -rrb- fairly dull -- contrasting and interlocking stories about [[miseralbe]] [[scaոdinavian]] settlers in 18th-century canada , and [[yupрie]] sailboaters in the here and now .",0.09009301662445068,0.24220561981201172,0,0,0,63,Failed,
-lrb- sen 's -rrb- soap opera-ish [[approach]] [[undermines]] his good intentions .,-lrb- sen 's -rrb- soap opera-ish [[gait]] [[underｍines]] his good intentions .,0.0010649561882019043,0.04336577653884888,0,0,0,42,Failed,
it 's one of the most [[honest]] films ever made about hollywood .,it 's one of the most [[hones𝚝]] films ever made about hollywood .,0.021948277950286865,0.954647421836853,1,0,1,20,Successful,0
this is one for the [[ages]] .,this is one for the [[age]] .,0.009267985820770264,0.43782347440719604,1,1,1,5,Failed,
schindler 's list it ai [[n't]] .,schindler 's list it ai [[nt]] .,0.01507258415222168,0.02887094020843506,0,0,0,10,Failed,
they [[felt]] like the same movie to me .,they [[𝚏elt]] like the same movie to me .,0.014957070350646973,0.03044438362121582,0,0,0,15,Failed,
will grab your children by the [[imagination]] and amaze them and amuse them .,will grab your children by the [[imagina𝚝ion]] and amaze them and amuse them .,0.016656994819641113,0.8624675273895264,1,0,1,24,Successful,0
strong setup and ambitious goals [[fade]] as the [[film]] descends into unsophisticated scare tactics and b-film thuggery .,strong setup and ambitious goals [[𝚏ade]] as the [[𝚏ilm]] descends into unsophisticated scare tactics and b-film thuggery .,0.0011695027351379395,0.011158108711242676,0,0,0,35,Failed,
"it 's a hoot and a half , and a great way for the american people to see what a candidate is like when he 's not giving the same 15-cent stump speech .","it 's a hoot and a half , and a great way for the american people to see what a candidate is like when he 's not giving the same 15-cent stump speech .",0.5039061307907104,0.5039061307907104,0,0,1,1,Skipped,
must-see viewing for [[anyone]] involved in the high-tech industry .,must-see viewing for [[ɑnyone]] involved in the high-tech industry .,0.003538072109222412,0.6187804341316223,1,0,1,20,Successful,1
"a [[clutchy]] , indulgent and [[pretentious]] travelogue and diatribe against ... well , just stuff .","a [[clutchу]] , indulgent and [[pⲅetentious]] travelogue and diatribe against ... well , just stuff .",0.0006461739540100098,0.009633660316467285,0,0,0,32,Failed,
"showtime is one of the hapless victims of the [[arrogant]] `` if we put together a wry white man and a chatty black man and give them [[guns]] , the [[movie]] will be [[funny]] '' syndrome .","showtime is one of the hapless victims of the [[overbearing]] `` if we put together a wry white man and a chatty black man and give them [[gսns]] , the [[filmmaking]] will be [[droll]] '' syndrome .",0.018546581268310547,0.07921028137207031,0,0,0,69,Failed,
"divertingly ridiculous , headbangingly noisy .","divertingly ridiculous , headbangingly noisy .",0.9664105176925659,0.9664105176925659,1,1,0,1,Skipped,
provides an [[intriguing]] window into the [[imagination]] and hermetic analysis of todd solondz .,provides an [[in𝚝riguing]] window into the [[fantasy]] and hermetic analysis of todd solondz .,0.07477009296417236,0.5602526664733887,1,0,1,44,Successful,0
"this [[warm]] and gentle romantic comedy has enough interesting characters to fill several [[movies]] , and its ample charms should [[win]] over the most hard-hearted cynics .","this [[lukewarm]] and gentle romantic comedy has enough interesting characters to fill several [[moѵies]] , and its ample charms should [[won]] over the most hard-hearted cynics .",0.04468083381652832,0.3007456064224243,1,1,1,49,Failed,
the plot is so [[predictable]] and sentimental that viewers are likely to [[lose]] interest before sandrine and her goats walk off into the [[sunset]] .,the plot is so [[anticipated]] and sentimental that viewers are likely to [[wasting]] interest before sandrine and her goats walk off into the [[sunsеt]] .,0.011158108711242676,0.5039061307907104,0,1,0,55,Successful,0
"[[flat]] , but with a revelatory performance by michelle williams .","[[apartment]] , but with a revelatory performance by michelle williams .",0.20689404010772705,0.4804786443710327,0,0,0,16,Failed,
once you get into its rhythm ... the movie becomes a heady [[experience]] .,once you get into its rhythm ... the movie becomes a heady [[experienϲe]] .,0.13117319345474243,0.5851011872291565,1,0,1,25,Successful,0
"[[birot]] is a competent enough filmmaker , but her story has [[nothing]] fresh or very exciting about it .","[[biⲅot]] is a competent enough filmmaker , but her story has [[none]] fresh or very exciting about it .",0.0022518038749694824,0.0060503482818603516,0,0,0,30,Failed,
"run , do n't walk , to see this barbed and bracing [[comedy]] on the big screen .","run , do n't walk , to see this barbed and bracing [[coｍedy]] on the big screen .",0.12168574333190918,0.6584174633026123,1,0,1,23,Successful,1
"de niro looks bored , murphy recycles murphy , and you mentally [[add]] showtime to the pile of hollywood [[dreck]] that [[represents]] nothing more than the art of the deal .","de niro looks bored , murphy recycles murphy , and you mentally [[inserting]] showtime to the pile of hollywood [[crapola]] that [[is]] nothing more than the art of the deal .",0.01883310079574585,0.04958897829055786,0,0,0,56,Failed,
quite funny for the type of movie it is ...,quite funny for the type of movie it is ...,0.5312093496322632,0.5312093496322632,0,0,1,1,Skipped,
a well acted and well intentioned [[snoozer]] .,a well acted and well intentioned [[snоozer]] .,0.0028009414672851562,0.24220561981201172,0,0,0,15,Failed,
[[little]] more than a frothy vanity project .,[[petite]] more than a frothy vanity project .,0.0004878044128417969,0.008985459804534912,0,0,0,18,Failed,
"a [[work]] of intricate elegance , literary lyricism and profound common [[sense]] .","a [[collaborating]] of intricate elegance , literary lyricism and profound common [[sene]] .",0.01224130392074585,0.46879059076309204,1,1,1,32,Failed,
it 's a glorious groove that [[leaves]] you wanting more .,it 's a glorious groove that [[leaveѕ]] you wanting more .,0.020645976066589355,0.8175745010375977,1,0,1,15,Successful,0
"interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses .","interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses .",0.7185944318771362,0.7185944318771362,0,0,1,1,Skipped,
a charming romantic comedy that is by far the lightest dogme film and among the most [[enjoyable]] .,a charming romantic comedy that is by far the lightest dogme film and among the most [[еnjoyable]] .,0.01590639352798462,0.8902941942214966,1,0,1,27,Successful,0
"[[rather]] , you 'll have to wrestle disbelief to the [[ground]] and then apply the chloroform-soaked handkerchief .","[[relatively]] , you 'll have to wrestle disbelief to the [[ɡround]] and then apply the chloroform-soaked handkerchief .",0.007815897464752197,0.016029179096221924,0,0,0,34,Failed,
"[[lacks]] heart , depth and , most of all , purpose .","[[dearth]] heart , depth and , most of all , purpose .",0.000656425952911377,0.29421496391296387,0,0,0,17,Failed,
it is [[inspirational]] in characterizing how people from such diverse cultures [[share]] the same human and spiritual needs .,it is [[inspira𝚝ional]] in characterizing how people from such diverse cultures [[shaⲅe]] the same human and spiritual needs .,0.014063596725463867,0.6001883745193481,1,0,1,42,Successful,1
hawke draws out the best from his large [[cast]] in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .,hawke draws out the best from his large [[ϲast]] in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .,0.09009301662445068,0.6039318442344666,1,0,1,27,Successful,0
lead provocatuers testud and parmentier give superlative [[performances]],lead provocatuers testud and parmentier give superlative [[performanceѕ]],0.004264712333679199,0.7341195344924927,1,0,1,27,Successful,0
"merely as a technical , logistical feat , russian ark marks a [[cinematic]] milestone .","merely as a technical , logistical feat , russian ark marks a [[film]] milestone .",0.39233678579330444,0.7371581792831421,1,0,1,27,Successful,0
no more .,no more .,0.02442312240600586,0.02442312240600586,0,0,0,1,Failed,
demands too [[much]] of most viewers .,demands too [[very]] of most viewers .,0.0007436871528625488,0.005819916725158691,0,0,0,15,Failed,
"as a revenge [[thriller]] , the movie is serviceable , but it does n't really [[deliver]] the delicious guilty pleasure of the better [[film]] versions .","as a revenge [[suspenseful]] , the movie is serviceable , but it does n't really [[make]] the delicious guilty pleasure of the better [[films]] versions .",0.016403019428253174,0.06560486555099487,0,0,0,57,Failed,
"it is risky , intelligent , romantic and [[rapturous]] from start to [[finish]] .","it is risky , intelligent , romantic and [[rap𝚝urous]] from start to [[finishing]] .",0.02976006269454956,0.7490872144699097,1,0,1,32,Successful,0
vividly conveys both the pitfalls and the [[pleasures]] of over-the-top love .,vividly conveys both the pitfalls and the [[pleasureѕ]] of over-the-top love .,0.13296425342559814,0.6076631546020508,1,0,1,23,Successful,0
[[warmed-over]] tarantino by way of wannabe elmore leonard .,[[warmed-oveⲅ]] tarantino by way of wannabe elmore leonard .,0.005060315132141113,0.025371253490447998,0,0,0,20,Failed,
the [[saturation]] bombing of reggio 's images and [[glass]] ' evocative music ... ultimately leaves viewers with the task of divining meaning .,the [[sɑturation]] bombing of reggio 's images and [[glaѕs]] ' evocative music ... ultimately leaves viewers with the task of divining meaning .,0.08509904146194458,0.14706456661224365,0,0,0,52,Failed,
this [[bold]] and [[lyrical]] first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .,this [[boⅼd]] and [[melodramatic]] first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .,0.06465351581573486,0.6654105186462402,1,0,1,43,Successful,0
"this is n't a narrative film -- i do n't know if it 's possible to make a narrative film about september 11th , though i 'm sure some will try -- but it 's as close as anyone has dared to come .","this is n't a narrative film -- i do n't know if it 's possible to make a narrative film about september 11th , though i 'm sure some will try -- but it 's as close as anyone has dared to come .",0.9086179137229919,0.9086179137229919,0,0,1,1,Skipped,
"without [[september]] [[11]] , collateral damage would have been just another bad movie .","without [[nov]] [[1l]] , collateral damage would have been just another bad movie .",0.03021460771560669,0.06853747367858887,0,0,0,26,Failed,
a thinly veiled [[excuse]] for wilson to play his self-deprecating act against murphy 's well-honed [[prima]] donna shtick .,a thinly veiled [[apologies]] for wilson to play his self-deprecating act against murphy 's well-honed [[first]] donna shtick .,0.01883310079574585,0.09009301662445068,0,0,0,38,Failed,
too [[close]] to phantom menace for comfort .,too [[colse]] to phantom menace for comfort .,0.002980947494506836,0.0097084641456604,0,0,0,17,Failed,
time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of [[mindsets]],time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of [[mindsetѕ]],0.4493926167488098,0.7154240012168884,1,0,1,30,Successful,0
"the [[weight]] of water uses water as a metaphor for subconscious desire , but this leaky script [[barely]] stays afloat .","the [[weighted]] of water uses water as a metaphor for subconscious desire , but this leaky script [[narrowly]] stays afloat .",0.009559392929077148,0.21469146013259888,0,0,0,39,Failed,
